q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx
13,0,3653,"Recall the key events that occurred at Chrysler Building on August 27, 2024. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 27, 2024}, {Chrysler Building}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,68
22,"{3,4,5}",323,"Consider all events involving both Samuel Parker and Theater Performance. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Samuel Parker}, {Theater Performance})",Times,all,"{'April 09, 2026', 'October 12, 2024', 'September 27, 2025'}","{80, 25, 33}","{25: 'September 27, 2025', 33: 'October 12, 2024', 80: 'April 09, 2026'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,69
18,"{3,4,5}",64,"Consider all events involving Julian Ross at High Line. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {High Line}, {Julian Ross}, *)",Times,all,"{'March 23, 2025', 'October 30, 2026', 'September 22, 2026'}","{32, 89, 95}","{32: 'September 22, 2026', 89: 'October 30, 2026', 95: 'March 23, 2025'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,70
27,0,2691,"Consider all events involving both Chloe Castillo and Tech Hackathon at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Chloe Castillo}, {Tech Hackathon})",Times,all,set(),set(),{},0,0,{'content'},True,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,71
19,0,4047,"Reflect on Logan Diaz's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Logan Diaz}, *)",Event contents,all,set(),set(),{},0,0,{'entity'},True,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,72
13,0,3638,"Recall the key events that occurred at Bethpage State Park on August 24, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 24, 2026}, {Bethpage State Park}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location'}",True,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,73
13,1,1178,"Recall the key events that occurred at Brooklyn Museum on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {Brooklyn Museum}, *, *)",Event contents,all,{'Fashion Show'},{23},{23: 'Fashion Show'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,74
21,2,2103,"Story recall-and-edit: Start from the answer to this story query: ""Think about the events involving Film Festival at High Line. List all protagonists involved in these events, without mentioning the events themselves."". Remove ""Brooklyn Ross"" from that answer. Return only the remaining items.","(*, s, *, c)","(*, {High Line}, *, {Film Festival})",story_edit::remove_one,all,{'Mila Gonzalez'},,{'remaining_items': ['Mila Gonzalez']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,t|ent,s|c,True,story_synthetic,True,recall_and_edit,Removed item: Brooklyn Ross,75
21,1,2153,"Think about the events involving Parkour Workshop at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Parkour Workshop})",Entities,all,{'Carter Stewart'},{56},{56: 'Carter Stewart'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,76
20,0,3390,"Recall all events related to Car Show that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Car Show})",Times,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,77
11,2,1713,"Reflect on events related to Archery Tournament. Provide a list of all protagonists involved in these events, without describing the events.","(*, *, *, c)","(*, *, *, {Archery Tournament})",Entities,all,"{'Julian Ross', 'Mila Gonzalez'}","{22, 95}","{22: 'Mila Gonzalez', 95: 'Julian Ross'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,78
22,1,137,"Consider all events involving both Aurora Chavez and Tech Hackathon. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Aurora Chavez}, {Tech Hackathon})",Times,all,"{'March 23, 2025'}",{73},"{73: 'March 23, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,79
17,1,2072,"Think about the events involving Educational Workshop on April 09, 2026. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2026}, *, *, {Educational Workshop})",Entities,all,{'Brooklyn Ross'},{104},{104: 'Brooklyn Ross'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,80
24,0,3788,"Recall what happened involving Chloe Castillo at Queensboro Bridge on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Queensboro Bridge}, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,{'entity'},True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,81
4,6+,656,"Consider the location American Museum of Natural History. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {American Museum of Natural History}, *, *)",Entities,all,"{'Carter Stewart', 'Levi Rodriguez', 'Julian Ross', 'Samuel Parker', 'Zoe Brown', 'Chloe Castillo'}","{2, 99, 100, 107, 15, 80, 87, 56, 29}","{2: 'Chloe Castillo', 15: 'Levi Rodriguez', 29: 'Julian Ross', 56: 'Carter Stewart', 80: 'Samuel Parker', 87: 'Samuel Parker', 99: 'Levi Rodriguez', 100: 'Zoe Brown', 107: 'Chloe Castillo'}",6,9,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,82
1,1,388,"Consider all events that happened on February 22, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({February 22, 2025}, *, *, *)",Entities,all,{'Chloe Castillo'},{107},{107: 'Chloe Castillo'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,83
25,1,2232,"Think about the events related to Astronomy Night that occurred at High Line on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {High Line}, *, {Astronomy Night})",Entities,all,{'Scarlett Thomas'},{46},{46: 'Scarlett Thomas'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,84
25,0,4637,"Think about the events related to Fashion Show that occurred at American Museum of Natural History on August 17, 2025. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 17, 2025}, {American Museum of Natural History}, *, {Fashion Show})",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,85
22,1,139,"Consider all events involving both Bella Alvarez and Astronomy Night. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {Astronomy Night})",Times,all,"{'May 11, 2026'}",{43},"{43: 'May 11, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,86
26,1,544,"Consider the events involving both Brooklyn Ross and Educational Workshop on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Brooklyn Ross}, {Educational Workshop})",Spaces,all,{'One World Trade Center'},{104},{104: 'One World Trade Center'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,87
14,1,444,"Consider the events involving Henry Reed on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2026}, *, {Henry Reed}, *)",Spaces,all,{'Queensboro Bridge'},{90},{90: 'Queensboro Bridge'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,88
3,0,4373,"Think about all events that have occurred at Brooklyn Bridge Park. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Brooklyn Bridge Park}, *, *)",Times,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,89
4,6+,671,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider the location One World Trade Center. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.
B) Recall the events related to Theater Performance that occurred on February 27, 2026. List all the locations where these events took place, without describing the events themselves.
Return two lists: only_in_A and only_in_B.","(*, s, *, *)","(*, {One World Trade Center}, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Brooklyn Ross"", ""Ezra Edwards"", ""Hazel Lewis"", ""Henry Reed"", ""Julian Ross"", ""Levi Rodriguez"", ""Maya Smith"", ""Samuel Parker"", ""Zoe Brown""], ""only_in_B"": [""High Line"", ""Statue of Liberty""]}",,"{""only_in_A"": [""Brooklyn Ross"", ""Ezra Edwards"", ""Hazel Lewis"", ""Henry Reed"", ""Julian Ross"", ""Levi Rodriguez"", ""Maya Smith"", ""Samuel Parker"", ""Zoe Brown""], ""only_in_B"": [""High Line"", ""Statue of Liberty""]}",9,9,set(),,Spot the Differences,Story-grounded set difference,t|ent|c,s,True,story_synthetic,True,spot_the_differences,Compared q_idx 4 vs 16,90
9,6+,983,"Recall all events related to Parkour Workshop. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {Parkour Workshop})",Times,all,"{'May 11, 2026', 'September 13, 2025', 'February 27, 2026', 'October 30, 2026', 'September 27, 2025'}","{1, 8, 12, 111, 56, 89}","{1: 'September 13, 2025', 8: 'September 27, 2025', 12: 'May 11, 2026', 56: 'September 13, 2025', 89: 'October 30, 2026', 111: 'February 27, 2026'}",5,6,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,91
24,1,1504,"Recall what happened involving Samuel Parker at American Museum of Natural History on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {American Museum of Natural History}, {Samuel Parker}, *)",Event contents,all,{'Theater Performance'},{80},{80: 'Theater Performance'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,92
25,1,2283,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Think about the events related to Flash Mob that occurred at Ellis Island on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.
B) Recall what happened involving Scarlett Thomas at High Line on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.
Return two lists: only_in_A and only_in_B.","(t, s, *, c)","({April 09, 2026}, {Ellis Island}, *, {Flash Mob})",story_diff::set_difference,all,"{""only_in_A"": [""Jackson Ramos""], ""only_in_B"": [""Astronomy Night""]}",,"{""only_in_A"": [""Jackson Ramos""], ""only_in_B"": [""Astronomy Night""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,ent,t|s|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 25 vs 24,93
24,0,3785,"Recall what happened involving Chloe Castillo at American Museum of Natural History on August 17, 2025. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 17, 2025}, {American Museum of Natural History}, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,94
17,"{3,4,5}",2203,"Story recall-and-edit: Start from the answer to this story query: ""Think about the events involving Tech Hackathon on March 23, 2024. Provide a list of all protagonists involved in these events, without describing the events."". Remove ""Henry Reed"" from that answer. Return only the remaining items.","(t, *, *, c)","({March 23, 2024}, *, *, {Tech Hackathon})",story_edit::remove_one,all,"{'Julian Ross', 'Zoe Brown'}",,"{'remaining_items': ['Julian Ross', 'Zoe Brown']}",3,3,set(),,Recall and Edit,Story-grounded remove-one edit,s|ent,t|c,True,story_synthetic,True,recall_and_edit,Removed item: Henry Reed,95
26,0,3026,"Consider the events involving both Brooklyn Ross and Book Signing Event on August 24, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 24, 2026}, *, {Brooklyn Ross}, {Book Signing Event})",Spaces,all,set(),set(),{},0,0,"{'content', 'location'}",True,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,96
35,"{3,4,5}",688,"Enumerate all activities that Benjamin Green has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Event contents,chronological,"['Fashion Show', 'Scientific Conference', 'Ice Sculpture Exhibition', 'Tech Hackathon']","[65, 75, 7, 14]","{7: 'Ice Sculpture Exhibition', 14: 'Tech Hackathon', 65: 'Fashion Show', 75: 'Scientific Conference'}",4,4,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,97
17,0,4422,"Think about the events involving Book Signing Event on August 24, 2026. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({August 24, 2026}, *, *, {Book Signing Event})",Entities,all,set(),set(),{},0,0,"{'content', 'location'}",True,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,98
25,0,4605,"Think about the events related to Astronomy Night that occurred at Grand Central Terminal on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2025}, {Grand Central Terminal}, *, {Astronomy Night})",Entities,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,99
20,2,945,"Recall all events related to Film Festival that occurred at High Line. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {High Line}, *, {Film Festival})",Times,all,"{'October 13, 2024', 'December 26, 2026'}","{88, 42}","{42: 'October 13, 2024', 88: 'December 26, 2026'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,100
23,"{3,4,5}",1831,"Reflect on the experiences of Samuel Parker related to Theater Performance. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Samuel Parker}, {Theater Performance})",Spaces,all,"{'One World Trade Center', 'American Museum of Natural History', 'Fire Island National Seashore'}","{80, 25, 33}","{25: 'One World Trade Center', 33: 'Fire Island National Seashore', 80: 'American Museum of Natural History'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,101
15,1,1887,"Reflect on what Jackson Ramos experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Jackson Ramos}, *)",Event contents,all,{'Flash Mob'},{98},{98: 'Flash Mob'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,102
10,6+,37,"Consider all events involving Fashion Show. List all the locations where these events took place, without mentioning the events themselves.","(*, *, *, c)","(*, *, *, {Fashion Show})",Spaces,all,"{'Washington Square Park', 'High Line', 'Bethpage State Park', 'One World Trade Center', 'Brooklyn Museum', 'Yankee Stadium', 'Trinity Church', 'Long Beach Boardwalk', 'Museum of Modern Art', 'American Museum of Natural History'}","{32, 65, 2, 99, 37, 107, 44, 112, 81, 115, 117, 23, 59}","{2: 'American Museum of Natural History', 23: 'Brooklyn Museum', 32: 'High Line', 37: 'Long Beach Boardwalk', 44: 'One World Trade Center', 59: 'Yankee Stadium', 65: 'Bethpage State Park', 81: 'Museum of Modern Art', 99: 'American Museum of Natural History', 107: 'American Museum of Natural History', 112: 'Trinity Church', 115: 'Washington Square Park', 117: 'Trinity Church'}",10,13,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,103
28,1,1323,"Recall what happened involving Brooklyn Ross and Educational Workshop at One World Trade Center on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {One World Trade Center}, {Brooklyn Ross}, {Educational Workshop})",Other entities,all,"{'Heidi Carroll', 'Abram Taber'}",{104},"{104: ['Abram Taber', 'Heidi Carroll']}",2,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,104
30,6+,2484,What is the most recent date Levi Rodriguez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,latest,"['December 26, 2026']",[15],"{15: 'December 26, 2026'}",1,9,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True,original,False,,,105
13,0,3667,"Recall the key events that occurred at Grand Central Terminal on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 12, 2025}, {Grand Central Terminal}, *, *)",Event contents,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,106
15,0,4314,"Reflect on what Mila Diaz experienced on August 27, 2024. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 27, 2024}, *, {Mila Diaz}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,107
24,1,1449,"Recall what happened involving Lily Nguyen at Brooklyn Museum on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Brooklyn Museum}, {Lily Nguyen}, *)",Event contents,all,{'Fashion Show'},{23},{23: 'Fashion Show'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,108
13,0,3632,"Recall the key events that occurred at American Museum of Natural History on August 17, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 17, 2025}, {American Museum of Natural History}, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,109
14,0,2992,"Consider the events involving Mila Diaz on August 27, 2024. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 27, 2024}, *, {Mila Diaz}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,110
19,1,1675,"Reflect on Zoe Brown's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Zoe Brown}, *)",Event contents,all,{'Photography Exhibition'},{100},{100: 'Photography Exhibition'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,111
15,1,1848,"Reflect on what Benjamin Green experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Benjamin Green}, *)",Event contents,all,{'Tech Hackathon'},{14},{14: 'Tech Hackathon'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,112
17,1,2090,"Think about the events involving Fashion Show on April 09, 2026. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2026}, *, *, {Fashion Show})",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,113
24,1,1519,"Recall what happened involving Scarlett Thomas at High Line on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {High Line}, {Scarlett Thomas}, *)",Event contents,all,{'Astronomy Night'},{46},{46: 'Astronomy Night'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,114
28,0,3762,"Recall what happened involving Brooklyn Ross and Book Signing Event at Bethpage State Park on August 24, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 24, 2026}, {Bethpage State Park}, {Brooklyn Ross}, {Book Signing Event})",Other entities,all,set(),set(),{},0,0,"{'content', 'location'}",True,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,115
15,1,1873,"Reflect on what Henry Reed experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Henry Reed}, *)",Event contents,all,{'Theater Performance'},{90},{90: 'Theater Performance'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,116
21,0,4470,"Think about the events involving Fashion Show at Bethpage Black Course. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Bethpage Black Course}, *, {Fashion Show})",Entities,all,set(),set(),{},0,0,{'content'},True,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,117
19,1,1572,"Reflect on Ezra Edwards's experiences at Bethpage Black Course. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bethpage Black Course}, {Ezra Edwards}, *)",Event contents,all,{'Parkour Workshop'},{1},{1: 'Parkour Workshop'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,118
18,0,2661,"Consider all events involving Zoe Brown at Bethpage State Park. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Bethpage State Park}, {Zoe Brown}, *)",Times,all,set(),set(),{},0,0,{'location'},True,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,119
26,1,606,"Consider the events involving both Lily Nguyen and Fashion Show on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Lily Nguyen}, {Fashion Show})",Spaces,all,{'Brooklyn Museum'},{23},{23: 'Brooklyn Museum'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,120
29,0,3356,"Provide a comprehensive account of what happened involving Stella Scott and Astronomy Night at Grand Central Terminal on August 12, 2025. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 12, 2025}, {Grand Central Terminal}, {Stella Scott}, {Astronomy Night})",Full event details,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Composite,Story full event details,,t|s|ent|c,True,original,False,,,121
9,6+,949,"Recall all events related to Film Festival. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {Film Festival})",Times,all,"{'December 26, 2026', 'September 03, 2026', 'March 23, 2024', 'October 27, 2024', 'October 13, 2024'}","{72, 10, 42, 83, 88, 29}","{10: 'October 13, 2024', 29: 'October 27, 2024', 42: 'October 13, 2024', 72: 'March 23, 2024', 83: 'September 03, 2026', 88: 'December 26, 2026'}",5,6,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,122
20,1,984,"Recall all events related to Photography Exhibition that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Photography Exhibition})",Times,all,"{'August 24, 2026'}",{100},"{100: 'August 24, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,123
16,1,1138,"Recall the events related to Tech Hackathon that occurred on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({April 09, 2026}, *, *, {Tech Hackathon})",Spaces,all,{'Snug Harbor Cultural Center'},{14},{14: 'Snug Harbor Cultural Center'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,124
28,0,3784,"Recall what happened involving Chloe Castillo and Theater Performance at Queensboro Bridge on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Queensboro Bridge}, {Chloe Castillo}, {Theater Performance})",Other entities,all,set(),set(),{},0,0,{'entity'},True,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,125
19,"{3,4,5}",1599,"Story recall-and-edit: Start from the answer to this story query: ""Reflect on Julian Ross's experiences at High Line. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred."". Remove ""Archery Tournament"" from that answer. Return only the remaining items.","(*, s, ent, *)","(*, {High Line}, {Julian Ross}, *)",story_edit::remove_one,all,"{'Parkour Workshop', 'Fashion Show'}",,"{'remaining_items': ['Fashion Show', 'Parkour Workshop']}",3,3,set(),,Recall and Edit,Story-grounded remove-one edit,t|c,s|ent,True,story_synthetic,True,recall_and_edit,Removed item: Archery Tournament,126
8,0,4344,"Think about Ava Gray's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Ava Gray}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True,original,False,,,127
31,"{3,4,5}",2504,What is the most recent location where Ezra Edwards was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Spaces,latest,['New York Botanical Garden'],[24],{24: 'New York Botanical Garden'},1,4,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True,original,False,,,128
21,0,4530,"Think about the events involving Opera Performance at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Opera Performance})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,129
20,1,979,"Recall all events related to Parkour Workshop that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Parkour Workshop})",Times,all,"{'September 13, 2025'}",{56},"{56: 'September 13, 2025'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,130
19,2,1584,"Story recall-and-edit: Start from the answer to this story query: ""Reflect on Henry Reed's experiences at Port Jefferson. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred."". Remove ""Photography Exhibition"" from that answer. Return only the remaining items.","(*, s, ent, *)","(*, {Port Jefferson}, {Henry Reed}, *)",story_edit::remove_one,all,{'Tech Hackathon'},,{'remaining_items': ['Tech Hackathon']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,t|c,s|ent,True,story_synthetic,True,recall_and_edit,Removed item: Photography Exhibition,131
26,1,575,"Consider the events involving both Henry Reed and Theater Performance on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Henry Reed}, {Theater Performance})",Spaces,all,{'Queensboro Bridge'},{90},{90: 'Queensboro Bridge'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,132
16,2,1154,"Recall the events related to Theater Performance that occurred on February 27, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({February 27, 2026}, *, *, {Theater Performance})",Spaces,all,"{'High Line', 'Statue of Liberty'}","{9, 19}","{9: 'Statue of Liberty', 19: 'High Line'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,133
20,1,892,"Recall all events related to Astronomy Night that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Astronomy Night})",Times,all,"{'December 26, 2026'}",{15},"{15: 'December 26, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,134
