q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx
12,0,2603,"Think about what happened at East Java on August 12, 2025. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 12, 2025}, {East Java}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,75
16,1,623,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall the events related to flash flood emergency that occurred on December 03, 2026. List all the locations where these events took place, without describing the events themselves.
B) Recall the events related to fishing fleet loss that occurred on June 14, 2025. List all the locations where these events took place, without describing the events themselves.
Return two lists: only_in_A and only_in_B.","(t, *, *, c)","({December 03, 2026}, *, *, {flash flood emergency})",story_diff::set_difference,all,"{""only_in_A"": [""Ontario""], ""only_in_B"": [""Minas Gerais"", ""Sichuan Province""]}",,"{""only_in_A"": [""Ontario""], ""only_in_B"": [""Minas Gerais"", ""Sichuan Province""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,s|ent,t|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 16 vs 16,76
11,1,972,"Reflect on events related to air quality emergency. Provide a list of all protagonists involved in these events, without describing the events.","(*, *, *, c)","(*, *, *, {air quality emergency})",Entities,all,{'Hazel Lewis'},{20},{20: 'Hazel Lewis'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,77
24,1,863,"Recall what happened involving Zoe Brown at Luzon Region on December 26, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 26, 2026}, {Luzon Region}, {Zoe Brown}, *)",Event contents,all,{'factory explosion'},{49},{49: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,78
0,0,1957,"Recall all the events that occurred on December 10, 2026. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({December 10, 2026}, *, *, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,79
11,2,978,"Reflect on events related to magnitude 9.0 earthquake. Provide a list of all protagonists involved in these events, without describing the events.","(*, *, *, c)","(*, *, *, {magnitude 9.0 earthquake})",Entities,all,"{'Carter Stewart', 'Levi Rodriguez'}","{50, 55}","{50: 'Carter Stewart', 55: 'Levi Rodriguez'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,80
16,2,656,"Story recall-and-edit: Start from the answer to this story query: ""Recall the events related to volcanic eruption that occurred on March 23, 2024. List all the locations where these events took place, without describing the events themselves."". Remove ""Buenos Aires Province"" from that answer. Return only the remaining items.","(t, *, *, c)","({March 23, 2024}, *, *, {volcanic eruption})",story_edit::remove_one,all,{'Kampong Cham Province'},,{'remaining_items': ['Kampong Cham Province']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,s|ent,t|c,True,story_synthetic,True,recall_and_edit,Removed item: Buenos Aires Province,81
1,0,1628,"Consider all events that happened on August 27, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({August 27, 2024}, *, *, *)",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,82
25,0,2552,"Think about the events related to fishing fleet loss that occurred at Kampong Cham Province on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Kampong Cham Province}, *, {fishing fleet loss})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,83
26,0,1748,"Consider the events involving both Scarlett Thomas and political assassination on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2025}, *, {Scarlett Thomas}, {political assassination})",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,84
23,1,996,"Reflect on the experiences of Benjamin Green related to volcanic eruption. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {volcanic eruption})",Spaces,all,{'Nairobi County'},{14},{14: 'Nairobi County'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,85
24,0,2105,"Recall what happened involving Carter Stewart at Vermont on August 27, 2024. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 27, 2024}, {Vermont}, {Carter Stewart}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,86
29,0,1841,"Provide a comprehensive account of what happened involving Chloe Castillo and wind farm destruction at Nairobi County on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Nairobi County}, {Chloe Castillo}, {wind farm destruction})",Full event details,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Composite,Story full event details,,t|s|ent|c,True,original,False,,,87
25,1,1272,"Think about the events related to factory explosion that occurred at Luzon Region on December 26, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 26, 2026}, {Luzon Region}, *, {factory explosion})",Entities,all,{'Zoe Brown'},{49},{49: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,88
21,1,1209,"Think about the events involving residential tower fire at Buenos Aires Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {residential tower fire})",Entities,all,{'Lillian Mendoza'},{59},{59: 'Lillian Mendoza'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,89
10,2,179,"Consider all events involving opera house fire. List all the locations where these events took place, without mentioning the events themselves.","(*, *, *, c)","(*, *, *, {opera house fire})",Spaces,all,"{'Greater Mumbai', 'Dodoma Region'}","{34, 39}","{34: 'Greater Mumbai', 39: 'Dodoma Region'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,90
10,1,181,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider all events involving political assassination. List all the locations where these events took place, without mentioning the events themselves.
B) Reflect on the experiences of Benjamin Green related to volcanic eruption. List all the unique locations where these events took place, without mentioning the events themselves.
Return two lists: only_in_A and only_in_B.","(*, *, *, c)","(*, *, *, {political assassination})",story_diff::set_difference,all,"{""only_in_A"": [""Maharashtra""], ""only_in_B"": [""Nairobi County""]}",,"{""only_in_A"": [""Maharashtra""], ""only_in_B"": [""Nairobi County""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,t|s|ent,c,True,story_synthetic,True,spot_the_differences,Compared q_idx 10 vs 23,91
12,0,2635,"Think about what happened at Vermont on August 27, 2024. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 27, 2024}, {Vermont}, *, *)",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,92
26,1,309,"Consider the events involving both Ezra Edwards and flash flood emergency on December 03, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 03, 2026}, *, {Ezra Edwards}, {flash flood emergency})",Spaces,all,{'Ontario'},{24},{24: 'Ontario'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,93
3,1,1138,"Think about all events that have occurred at Maine. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Maine}, *, *)",Times,all,"{'January 03, 2026'}",{18},"{18: 'January 03, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,94
18,1,15,"Consider all events involving Henry Reed at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Henry Reed}, *)",Times,all,"{'March 23, 2024'}",{38},"{38: 'March 23, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,95
16,0,2007,"Recall the events related to reservoir breach that occurred on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({August 12, 2025}, *, *, {reservoir breach})",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,96
19,0,2263,"Reflect on Samuel Parker's experiences at Auckland Region. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Auckland Region}, {Samuel Parker}, *)",Event contents,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,97
28,0,2147,"Recall what happened involving Jaxon Howard and reservoir breach at East Java on August 12, 2025 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2025}, {East Java}, {Jaxon Howard}, {reservoir breach})",Other entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,98
20,0,1896,"Recall all events related to bridge collapse that occurred at Amman Governorate. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Amman Governorate}, *, {bridge collapse})",Times,all,set(),set(),{},0,0,"{'location', 'date'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,99
20,1,510,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall all events related to bridge collapse that occurred at Buenos Aires Province. Provide a list of all dates when these events took place, without describing the events.
B) Reflect on what Scarlett Thomas experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
Return two lists: only_in_A and only_in_B.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {bridge collapse})",story_diff::set_difference,all,"{""only_in_A"": [""January 03, 2026""], ""only_in_B"": [""factory explosion""]}",,"{""only_in_A"": [""January 03, 2026""], ""only_in_B"": [""factory explosion""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,t|ent,s|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 20 vs 15,100
35,2,386,"Enumerate all activities that Chloe Castillo has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,chronological,"['vote counting disruption', 'residential tower fire']","[12, 2]","{2: 'residential tower fire', 12: 'vote counting disruption'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,101
5,"{3,4,5}",729,"Recall the various events that have taken place at Kampong Cham Province. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Kampong Cham Province}, *, *)",Event contents,all,"{'nuclear plant meltdown', 'tuberculosis outbreak', 'volcanic eruption'}","{16, 3, 31}","{3: 'nuclear plant meltdown', 16: 'volcanic eruption', 31: 'tuberculosis outbreak'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,102
0,1,597,"Recall all the events that occurred on March 23, 2025. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({March 23, 2025}, *, *, *)",Spaces,all,{'Rajasthan'},{47},{47: 'Rajasthan'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,103
27,1,92,"Consider all events involving both Henry Reed and residential tower fire at Antioquia Department. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Antioquia Department}, {Henry Reed}, {residential tower fire})",Times,all,"{'November 13, 2026'}",{37},"{37: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,104
24,1,816,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall what happened involving Lily Nguyen at Minas Gerais on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.
B) Think about the events involving factory explosion on December 26, 2026. Provide a list of all protagonists involved in these events, without describing the events.
Return two lists: only_in_A and only_in_B.","(t, s, ent, *)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, *)",story_diff::set_difference,all,"{""only_in_A"": [""residential tower fire""], ""only_in_B"": [""Levi Rodriguez"", ""Zoe Brown""]}",,"{""only_in_A"": [""residential tower fire""], ""only_in_B"": [""Levi Rodriguez"", ""Zoe Brown""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,c,t|s|ent,True,story_synthetic,True,spot_the_differences,Compared q_idx 24 vs 17,105
1,0,1627,"Consider all events that happened on August 12, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({August 12, 2025}, *, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,106
17,2,1171,"Think about the events involving factory explosion on December 26, 2026. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({December 26, 2026}, *, *, {factory explosion})",Entities,all,"{'Zoe Brown', 'Levi Rodriguez'}","{49, 15}","{15: 'Levi Rodriguez', 49: 'Zoe Brown'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,107
19,0,2268,"Reflect on Sofia Ramos's experiences at Andalusia. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Andalusia}, {Sofia Ramos}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,108
25,0,2572,"Think about the events related to reservoir breach that occurred at East Java on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2025}, {East Java}, *, {reservoir breach})",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,109
24,0,2200,"Recall what happened involving Scarlett Thomas at Maharashtra on August 12, 2025. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,110
8,1,1108,"Think about Brooklyn Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Brooklyn Ross}, *)",Event contents,all,{'police force strike'},{42},{42: 'police force strike'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True,original,False,,,111
26,1,349,"Consider the events involving both Scarlett Thomas and factory explosion on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Scarlett Thomas}, {factory explosion})",Spaces,all,{'Greater Mumbai'},{46},{46: 'Greater Mumbai'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,112
25,1,1310,"Think about the events related to volcanic eruption that occurred at Nairobi County on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Nairobi County}, *, {volcanic eruption})",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,113
12,1,1355,"Think about what happened at Nairobi County on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2026}, {Nairobi County}, *, *)",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,114
29,0,1885,"Provide a comprehensive account of what happened involving Scarlett Thomas and political assassination at Maharashtra on August 12, 2025. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, {political assassination})",Full event details,all,set(),set(),{},0,0,{'date'},False,Composite,Story full event details,,t|s|ent|c,True,original,False,,,115
8,2,1117,"Story recall-and-edit: Start from the answer to this story query: ""Think about Lillian Mendoza's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred."". Remove ""produce contamination outbreak"" from that answer. Return only the remaining items.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",story_edit::remove_one,all,{'residential tower fire'},,{'remaining_items': ['residential tower fire']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,t|s|c,ent,True,story_synthetic,True,recall_and_edit,Removed item: produce contamination outbreak,116
25,1,1295,"Think about the events related to residential tower fire that occurred at Minas Gerais on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Minas Gerais}, *, {residential tower fire})",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,117
14,1,289,"Consider the events involving Scarlett Thomas on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2026}, *, {Scarlett Thomas}, *)",Spaces,all,{'Greater Mumbai'},{46},{46: 'Greater Mumbai'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,118
15,0,2402,"Reflect on what Scarlett Thomas experienced on August 12, 2025. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2025}, *, {Scarlett Thomas}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,119
14,0,1653,"Consider the events involving Chloe Castillo on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2026}, *, {Chloe Castillo}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,120
4,2,377,"Consider the location Sichuan Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Sichuan Province}, *, *)",Entities,all,"{'Noah Williams', 'Levi Rodriguez'}","{58, 60}","{58: 'Levi Rodriguez', 60: 'Noah Williams'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,121
22,0,1504,"Consider all events involving both Carter Stewart and tram collision. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Carter Stewart}, {tram collision})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,122
2,0,2233,"Reflect on January 24, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({January 24, 2025}, *, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,123
24,0,2186,"Recall what happened involving Noah Williams at Kampong Cham Province on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Kampong Cham Province}, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,124
27,1,121,"Consider all events involving both Lillian Mendoza and produce contamination outbreak at Bagmati Province. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Bagmati Province}, {Lillian Mendoza}, {produce contamination outbreak})",Times,all,"{'November 13, 2026'}",{35},"{35: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,125
12,1,1353,"Think about what happened at Minas Gerais on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2026}, {Minas Gerais}, *, *)",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,126
21,0,2472,"Think about the events involving flash flood emergency at Auckland Region. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Auckland Region}, *, {flash flood emergency})",Entities,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,127
29,1,458,"Provide a comprehensive account of what happened involving Ezra Edwards and flash flood emergency at Ontario on December 03, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 03, 2026}, {Ontario}, {Ezra Edwards}, {flash flood emergency})",Full event details,all,{'Full chapter 24'},{24},{24: ['Full chapter 24']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,128
10,"{3,4,5}",180,"Consider all events involving police force strike. List all the locations where these events took place, without mentioning the events themselves.","(*, *, *, c)","(*, *, *, {police force strike})",Spaces,all,"{'Greater Mumbai', 'Vermont', 'New South Wales'}","{10, 42, 29}","{10: 'New South Wales', 29: 'Vermont', 42: 'Greater Mumbai'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,129
13,0,2049,"Recall the key events that occurred at Maharashtra on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 12, 2025}, {Maharashtra}, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,130
6,6+,971,"Reflect on all events involving Zoe Brown. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Times,all,"{'October 12, 2024', 'November 13, 2026', 'January 26, 2025', 'March 23, 2024', 'June 14, 2025', 'May 07, 2024', 'December 26, 2026'}","{4, 41, 16, 17, 49, 57, 28}","{4: 'May 07, 2024', 16: 'March 23, 2024', 17: 'June 14, 2025', 28: 'October 12, 2024', 41: 'January 26, 2025', 49: 'December 26, 2026', 57: 'November 13, 2026'}",7,7,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True,original,False,,,131
29,0,1870,"Provide a comprehensive account of what happened involving Lily Nguyen and water supply contamination at Minas Gerais on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, {water supply contamination})",Full event details,all,set(),set(),{},0,0,{'content'},False,Composite,Story full event details,,t|s|ent|c,True,original,False,,,132
27,0,1515,"Consider all events involving both Ella Ross and airport shutdown at Alberta. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Alberta}, {Ella Ross}, {airport shutdown})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,133
24,0,2113,"Recall what happened involving Chloe Castillo at Nairobi County on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Nairobi County}, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,134
1,0,1630,"Consider all events that happened on January 22, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({January 22, 2025}, *, *, *)",Entities,all,set(),set(),{},0,0,"{'location', 'content', 'date', 'entity'}",False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,135
9,6+,517,"Story recall-and-edit: Start from the answer to this story query: ""Recall all events related to bridge collapse. Provide a list of all dates when these events occurred, without describing the events."". Remove ""February 27, 2026"" from that answer. Return only the remaining items.","(*, *, *, c)","(*, *, *, {bridge collapse})",story_edit::remove_one,all,"{'September 13, 2025', 'October 12, 2024', 'September 27, 2025', 'January 03, 2026'}",,"{'remaining_items': ['January 03, 2026', 'October 12, 2024', 'September 13, 2025', 'September 27, 2025']}",5,7,set(),,Recall and Edit,Story-grounded remove-one edit,t|s|ent,c,True,story_synthetic,True,recall_and_edit,"Removed item: February 27, 2026",136
21,1,1153,"Think about the events involving bridge collapse at Buenos Aires Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {bridge collapse})",Entities,all,{'Carter Stewart'},{30},{30: 'Carter Stewart'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,137
22,1,67,"Consider all events involving both Brooklyn Ross and police force strike. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {police force strike})",Times,all,"{'October 13, 2024'}",{42},"{42: 'October 13, 2024'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,138
27,0,1581,"Consider all events involving both Samuel Parker and flash flood emergency at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Auckland Region}, {Samuel Parker}, {flash flood emergency})",Times,all,set(),set(),{},0,0,"{'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,139
15,1,1056,"Reflect on what Ezra Edwards experienced on December 03, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 03, 2026}, *, {Ezra Edwards}, *)",Event contents,all,{'flash flood emergency'},{24},{24: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,140
26,1,333,"Consider the events involving both Lily Nguyen and residential tower fire on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Lily Nguyen}, {residential tower fire})",Spaces,all,{'Minas Gerais'},{23},{23: 'Minas Gerais'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,141
12,0,2636,"Think about what happened at Vermont on December 03, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2026}, {Vermont}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,142
24,1,752,"Recall what happened involving Benjamin Green at Nairobi County on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Nairobi County}, {Benjamin Green}, *)",Event contents,all,{'volcanic eruption'},{14},{14: 'volcanic eruption'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,143
18,1,14,"Consider all events involving Henry Reed at Antioquia Department. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Antioquia Department}, {Henry Reed}, *)",Times,all,"{'November 13, 2026'}",{37},"{37: 'November 13, 2026'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,144
23,2,1021,"Story recall-and-edit: Start from the answer to this story query: ""Reflect on the experiences of Levi Rodriguez related to train derailment. List all the unique locations where these events took place, without mentioning the events themselves."". Remove ""Rajasthan"" from that answer. Return only the remaining items.","(*, *, ent, c)","(*, *, {Levi Rodriguez}, {train derailment})",story_edit::remove_one,all,{'Sichuan Province'},,{'remaining_items': ['Sichuan Province']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,t|s,ent|c,True,story_synthetic,True,recall_and_edit,Removed item: Rajasthan,145
