q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx,original_minerva_category
13,1,691,"Story recall-and-edit: Start from the answer to this story query: ""Recall the key events that occurred at Mercury Twilight Observatory on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved."". Remove ""subspace antenna failure"" from the answer. Return only the remaining items.","(t, s, *, *)","({April 09, 2226}, {Mercury Twilight Observatory}, *, *)",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,ent|c,t|s,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,46,Search
24,1,752,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Recall what happened involving Benjamin Green at Hydra Cloud Facility on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Hydra Cloud Facility}, {Benjamin Green}, *)",story_compute::sort_items,chronological,"[""cryo-pod integrity breach""]",,"{""sorted_items"": [""cryo-pod integrity breach""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,c,t|s|ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,47,Search
25,1,1311,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about the events related to plasma conduit rupture that occurred at Titania Quantum Lab on December 03, 2226. List all protagonists involved in these events, without describing the events themselves.
B) Story recall-and-edit: Start from the answer to this story query: ""Think about the events related to subspace antenna failure that occurred at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in these events, without describing the events themselves."". Remove ""Zoe Brown"" from the answer. Return only the remaining items.
Return the intersection.","(t, s, *, c)","({December 03, 2226}, {Titania Quantum Lab}, *, {plasma conduit rupture})",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,ent,t|s|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,48,Search
35,6+,389,"Enumerate all activities that Henry Reed has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Henry Reed}, *)",Event contents,chronological,"['cryo-pod integrity breach', 'matter synthesizer overload', 'magnetic confinement rupture', 'magnetic confinement rupture', 'artificial atmosphere toxicity', 'navigation computer blackout', 'fusion core breach']","[38, 10, 47, 48, 11, 3, 37]","{3: 'navigation computer blackout', 10: 'matter synthesizer overload', 11: 'artificial atmosphere toxicity', 37: 'fusion core breach', 38: 'cryo-pod integrity breach', 47: 'magnetic confinement rupture', 48: 'magnetic confinement rupture'}",7,7,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,49,
25,1,1275,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to cryo-pod integrity breach that occurred at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Hydra Cloud Facility}, *, {cryo-pod integrity breach})",story_compute::sort_items,chronological,"[""Benjamin Green""]",,"{""sorted_items"": [""Benjamin Green""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent,t|s|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,50,Search
19,1,880,"Story composite task: Use two story queries.
A) Reflect on Ezra Edwards's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
B) Reflect on Zoe Brown's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, *)",story_composite::difference_then_sort,all,"[""digital afterlife server shutdown""]",,"{""remaining_sorted"": [""digital afterlife server shutdown""]}",1,1,set(),,Composite,Story synthetic composite,t|c,s|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,51,Search
23,1,998,"Story recall-and-edit: Start from the answer to this story query: ""Reflect on the experiences of Carter Stewart related to antimatter cascade. List all the unique locations where these events took place, without mentioning the events themselves."". Remove ""Phobos Military Base"" from the answer. Return only the remaining items.","(*, *, ent, c)","(*, *, {Carter Stewart}, {antimatter cascade})",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,t|s,ent|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,52,Search
12,0,2638,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about what happened at Teegarden's Star Base on August 12, 2225. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 12, 2225}, {Teegarden's Star Base}, *, *)",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,{'date'},False,Stateful Processing,Story synthetic stateful_processing,ent|c,t|s,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,53,Search
10,2,183,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider all events involving magnetic confinement rupture. List all the locations where these events took place, without mentioning the events themselves.
B) Recall what happened involving Lily Nguyen at Sedna Long Range Observatory on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.
Return two lists: only_in_A and only_in_B.","(*, *, *, c)","(*, *, *, {magnetic confinement rupture})",story_diff::set_difference,all,"{""only_in_A"": [""Luna Shackleton Crater Colony"", ""Mercury Twilight Observatory""], ""only_in_B"": [""fusion core breach""]}",,"{""only_in_A"": [""Luna Shackleton Crater Colony"", ""Mercury Twilight Observatory""], ""only_in_B"": [""fusion core breach""]}",2,2,set(),,Spot the Differences,Story-grounded set difference,t|s|ent,c,True,story_synthetic,True,spot_the_differences,Compared q_idx 10 vs 24,54,
24,0,2204,"Recall what happened involving Scarlett Thomas at Teegarden's Star Base on August 12, 2225. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2225}, {Teegarden's Star Base}, {Scarlett Thomas}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,55,
13,1,714,"Recall the key events that occurred at Sedna Long Range Observatory on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Sedna Long Range Observatory}, *, *)",Event contents,all,{'fusion core breach'},{23},{23: 'fusion core breach'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,56,
13,1,675,"Recall the key events that occurred at Hydra Cloud Facility on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Hydra Cloud Facility}, *, *)",Event contents,all,{'cryo-pod integrity breach'},{14},{14: 'cryo-pod integrity breach'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,57,
26,1,301,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider the events involving both Benjamin Green and cryo-pod integrity breach on April 09, 2226. List all the locations where these events took place, without describing the events themselves.
B) Reflect on the experiences of Brooklyn Ross related to matter synthesizer overload. List all the unique locations where these events took place, without mentioning the events themselves.
Return two lists: only_in_A and only_in_B.","(t, *, ent, c)","({April 09, 2226}, *, {Benjamin Green}, {cryo-pod integrity breach})",story_diff::set_difference,all,"{""only_in_A"": [""Hydra Cloud Facility""], ""only_in_B"": [""Mercury Twilight Observatory""]}",,"{""only_in_A"": [""Hydra Cloud Facility""], ""only_in_B"": [""Mercury Twilight Observatory""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,s,t|ent|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 26 vs 23,58,
24,0,2116,"Recall what happened involving Chloe Castillo at Hydra Cloud Facility on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Hydra Cloud Facility}, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,59,
16,0,1991,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall the events related to cosmic string vibration that occurred on August 12, 2225. List all the locations where these events took place, without describing the events themselves.
B) Story recall-and-edit: Start from the answer to this story query: ""Recall the events related to antimatter cascade that occurred on January 03, 2226. List all the locations where these events took place, without describing the events themselves."". Remove ""Neptune Storm Harvester"" from that answer. Return only the remaining items.
Return the intersection.","(t, *, *, c)","({August 12, 2225}, *, *, {cosmic string vibration})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'date', 'location', 'entity'}",False,Match and Compare,Story synthetic match_and_compare,s|ent,t|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,60,Search
16,0,2023,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall the events related to tachyon field surge that occurred on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({April 09, 2226}, *, *, {tachyon field surge})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'entity'}",True,Stateful Processing,Story synthetic stateful_processing,s|ent,t|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,61,Search
27,0,1536,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Isaiah Diaz and psionic field collapse at Ariel Biotech Complex. Provide a list of all dates when these events occurred, without describing the events.
B) Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider all events involving both Ezra Edwards and digital afterlife server shutdown at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.
B) Think about Zoe Brown's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.
Return two lists: only_in_A and only_in_B.
Return the intersection.","(*, s, ent, c)","(*, {Ariel Biotech Complex}, {Isaiah Diaz}, {psionic field collapse})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'date', 'location', 'entity'}",False,Match and Compare,Story synthetic match_and_compare,t,s|ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,62,Search
24,1,816,"Recall what happened involving Lily Nguyen at Sedna Long Range Observatory on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, *)",Event contents,all,{'fusion core breach'},{23},{23: 'fusion core breach'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,63,
26,1,351,"Story composite task: Use two story queries.
A) Consider the events involving both Scarlett Thomas and subspace antenna failure on April 09, 2226. List all the locations where these events took place, without describing the events themselves.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider the events involving both Scarlett Thomas and air filter contamination on August 12, 2225. List all the locations where these events took place, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, ent, c)","({April 09, 2226}, *, {Scarlett Thomas}, {subspace antenna failure})",story_composite::difference_then_sort,all,"[""Mercury Twilight Observatory""]",,"{""remaining_sorted"": [""Mercury Twilight Observatory""]}",1,1,set(),,Composite,Story synthetic composite,s,t|ent|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,64,Search
15,0,2404,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Reflect on what Noah Williams experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Noah Williams}, *)",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'date', 'entity'}",True,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s|c,t|ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,65,Search
15,0,2387,"Reflect on what Jaxon Howard experienced on August 12, 2225. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2225}, *, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,66,
20,1,585,"Recall all events related to vacuum seal deterioration that occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Dyson Swarm Control}, *, {vacuum seal deterioration})",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,67,
14,0,1675,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the events involving Jaxon Howard on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 12, 2225}, *, {Jaxon Howard}, *)",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'date', 'location', 'entity'}",False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s|c,t|ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,68,Search
25,0,2593,"Story composite task: Use two story queries.
A) Think about the events related to tachyon field surge that occurred at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.
B) Think about the events related to atmospheric scrubber failure that occurred at Eridani Metallurgy Complex on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, *, c)","({April 09, 2226}, {Hydra Cloud Facility}, *, {tachyon field surge})",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'content', 'entity'}",True,Composite,Story synthetic composite,ent,t|s|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,69,Search
2,"{3,4,5}",901,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on June 14, 2225. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({June 14, 2225}, *, *, *)",story_state::latest_chapter,latest,60,,{'latest_chapter': 60},4,5,set(),,Stateful Processing,Story synthetic stateful_processing,s|ent|c,t,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,70,Search
12,1,1371,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about what happened at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about what happened at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in any events at this time and place, without describing the events.
Return the intersection.","(t, s, *, *)","({April 09, 2226}, {Sedna Long Range Observatory}, *, *)",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,ent|c,t|s,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,71,Search
27,1,83,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider all events involving both Ezra Edwards and digital afterlife server shutdown at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.
B) Think about Zoe Brown's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.
Return two lists: only_in_A and only_in_B.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, {digital afterlife server shutdown})",story_diff::set_difference,all,"{""only_in_A"": [""September 13, 2225""], ""only_in_B"": [""cryo-pod integrity breach"", ""navigation computer blackout"", ""subspace antenna failure"", ""vacuum seal deterioration""]}",,"{""only_in_A"": [""September 13, 2225""], ""only_in_B"": [""cryo-pod integrity breach"", ""navigation computer blackout"", ""subspace antenna failure"", ""vacuum seal deterioration""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,t,s|ent|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 27 vs 8,72,
23,1,997,"Reflect on the experiences of Brooklyn Ross related to matter synthesizer overload. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {matter synthesizer overload})",Spaces,all,{'Mercury Twilight Observatory'},{42},{42: 'Mercury Twilight Observatory'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,73,
20,0,1941,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall all events related to psionic field collapse that occurred at Ariel Biotech Complex. Provide a list of all dates when these events took place, without describing the events.
B) Recall all events related to vacuum seal deterioration that occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.
Return the intersection.","(*, s, *, c)","(*, {Ariel Biotech Complex}, *, {psionic field collapse})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'date', 'location', 'entity'}",False,Match and Compare,Story synthetic match_and_compare,t|ent,s|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,74,Search
27,0,1572,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Noah Williams and atmospheric scrubber failure at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.
B) Consider all events involving both Zoe Brown and navigation computer blackout at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Noah Williams}, {atmospheric scrubber failure})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'date', 'entity'}",True,Match and Compare,Story synthetic match_and_compare,t,s|ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,75,Search
8,6+,1127,"Story recall-and-edit: Start from the answer to this story query: ""Think about Zoe Brown's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred."". Remove ""cryo-pod integrity breach"" from the answer. Return only the remaining items.","(*, *, ent, *)","(*, *, {Zoe Brown}, *)",story_edit::remove_one,all,"{'navigation computer blackout', 'vacuum seal deterioration', 'subspace antenna failure'}",,"{'remaining_items': ['navigation computer blackout', 'subspace antenna failure', 'vacuum seal deterioration']}",4,7,set(),,Recall and Edit,Story synthetic recall_and_edit,t|s|c,ent,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,76,Search
22,0,1497,"Story composite task: Use two story queries.
A) Consider all events involving both Brooklyn Ross and cryo-pod integrity breach. Provide a list of all dates when these events occurred, without describing the events.
B) Story recall-and-edit: For query ""Consider all events involving both Carter Stewart and cosmic intelligence contact. Provide a list of all dates when these events occurred, without describing the events."", return an empty answer.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {cryo-pod integrity breach})",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'date', 'entity'}",True,Composite,Story synthetic composite,t|s,ent|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,77,Search
21,0,2472,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events involving cosmic intelligence contact at Cygnus Rift Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Cygnus Rift Complex}, *, {cosmic intelligence contact})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'location'}",False,Stateful Processing,Story synthetic stateful_processing,t|ent,s|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,78,Search
20,0,1908,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall all events related to cosmic intelligence contact that occurred at Cygnus Rift Complex. Provide a list of all dates when these events took place, without describing the events.
B) Recall all events related to vacuum seal deterioration that occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.
Return only_in_A and only_in_B.","(*, s, *, c)","(*, {Cygnus Rift Complex}, *, {cosmic intelligence contact})",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": [""May 07, 2224""]}",,"{""only_in_A"": [], ""only_in_B"": [""May 07, 2224""]}",0,0,"{'content', 'location'}",False,Spot the Differences,Story synthetic spot_the_differences,t|ent,s|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,79,Search
26,0,1751,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider the events involving both Scarlett Thomas and air filter contamination on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2225}, *, {Scarlett Thomas}, {air filter contamination})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,{'date'},False,Stateful Processing,Story synthetic stateful_processing,s,t|ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,80,Search
16,2,614,"Story recall-and-edit: Start from the answer to this story query: ""Recall the events related to antimatter cascade that occurred on January 03, 2226. List all the locations where these events took place, without describing the events themselves."". Remove ""Neptune Storm Harvester"" from that answer. Return only the remaining items.","(t, *, *, c)","({January 03, 2226}, *, *, {antimatter cascade})",story_edit::remove_one,all,{'Phobos Military Base'},,{'remaining_items': ['Phobos Military Base']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,s|ent,t|c,True,story_synthetic,True,recall_and_edit,Removed item: Neptune Storm Harvester,81,
23,1,996,"Reflect on the experiences of Benjamin Green related to cryo-pod integrity breach. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {cryo-pod integrity breach})",Spaces,all,{'Hydra Cloud Facility'},{14},{14: 'Hydra Cloud Facility'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,82,
17,0,2532,"Think about the events involving tachyon field surge on April 09, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2226}, *, *, {tachyon field surge})",Entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,83,
29,1,482,"Provide a comprehensive account of what happened involving Lily Nguyen and fusion core breach at Sedna Long Range Observatory on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, {fusion core breach})",Full event details,all,{'Full chapter 23'},{23},{23: ['Full chapter 23']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,84,
9,1,524,"Story recall-and-edit: Start from the answer to this story query: ""Recall all events related to communication array blackout. Provide a list of all dates when these events occurred, without describing the events."". Remove ""September 03, 2226"" from the answer. Return only the remaining items.","(*, *, *, c)","(*, *, *, {communication array blackout})",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,t|s|ent,c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,85,Search
7,1,205,"Consider all events that Lily Nguyen has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Spaces,all,{'Sedna Long Range Observatory'},{23},{23: 'Sedna Long Range Observatory'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True,original,False,,,86,
4,0,1758,"Consider the location Gliese 581 Trading Post. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Gliese 581 Trading Post}, *, *)",Entities,all,set(),set(),{},0,0,{'location'},False,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,87,
28,0,2203,"Recall what happened involving Scarlett Thomas and air filter contamination at Teegarden's Star Base on August 12, 2225 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2225}, {Teegarden's Star Base}, {Scarlett Thomas}, {air filter contamination})",Other entities,all,set(),set(),{},0,0,{'date'},False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,88,
1,1,220,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider all events that happened on January 26, 2225. Provide a list of all protagonists involved in any of these events, without describing the events themselves.
B) Story recall-and-edit: Start from the answer to this story query: ""Consider all events that happened on April 09, 2226. Provide a list of all protagonists involved in any of these events, without describing the events themselves."". Remove ""Benjamin Green"" from that answer. Return only the remaining items.
Return only_in_A and only_in_B.","(t, *, *, *)","({January 26, 2225}, *, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Zoe Brown""], ""only_in_B"": [""Lily Nguyen"", ""Scarlett Thomas""]}",,"{""only_in_A"": [""Zoe Brown""], ""only_in_B"": [""Lily Nguyen"", ""Scarlett Thomas""]}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,s|ent|c,t,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,89,Search
27,1,173,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Zoe Brown and vacuum seal deterioration at Dyson Swarm Control. Provide a list of all dates when these events occurred, without describing the events.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving both Carter Stewart and cosmic intelligence contact at Cygnus Rift Complex. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, s, ent, c)","(*, {Dyson Swarm Control}, {Zoe Brown}, {vacuum seal deterioration})",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,t,s|ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,90,Search
17,0,2449,"Story composite task: Use two story queries.
A) Think about the events involving air filter contamination on August 12, 2225. Provide a list of all protagonists involved in these events, without describing the events.
B) Think about the events involving tachyon field surge on April 09, 2226. Provide a list of all protagonists involved in these events, without describing the events.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, *, c)","({August 12, 2225}, *, *, {air filter contamination})",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,{'date'},False,Composite,Story synthetic composite,s|ent,t|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,91,Search
0,2,592,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall all the events that occurred on January 03, 2226. Without describing the events, list all the unique locations where these events took place.
B) Recall the key events that occurred at Hydra Cloud Facility on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Return two lists: only_in_A and only_in_B.","(t, *, *, *)","({January 03, 2226}, *, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Neptune Storm Harvester"", ""Phobos Military Base""], ""only_in_B"": [""cryo-pod integrity breach""]}",,"{""only_in_A"": [""Neptune Storm Harvester"", ""Phobos Military Base""], ""only_in_B"": [""cryo-pod integrity breach""]}",2,2,set(),,Spot the Differences,Story-grounded set difference,s|ent|c,t,True,story_synthetic,True,spot_the_differences,Compared q_idx 0 vs 13,92,
