q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx,original_minerva_category
16,0,3534,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall the events related to Astronomy Night that occurred on August 12, 2025. List all the locations where these events took place, without describing the events themselves.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events involving Book Signing Event on August 24, 2026. Provide a list of all protagonists involved in these events, without describing the events.
Return the intersection.","(t, *, *, c)","({August 12, 2025}, *, *, {Astronomy Night})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'entity', 'date', 'location'}",False,Match and Compare,Story synthetic match_and_compare,s|ent,t|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,47,Search
13,1,1159,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Recall the key events that occurred at American Museum of Natural History on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {American Museum of Natural History}, *, *)",story_compute::sort_items,chronological,"[""Theater Performance""]",,"{""sorted_items"": [""Theater Performance""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent|c,t|s,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,48,Search
5,2,1292,"Recall the various events that have taken place at Museum of Modern Art. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Museum of Modern Art}, *, *)",Event contents,all,"{'Tech Product Launch', 'Fashion Show'}","{81, 68}","{68: 'Tech Product Launch', 81: 'Fashion Show'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,49,
27,0,2727,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving both Isaiah Evans and Opera Performance at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Isaiah Evans}, {Opera Performance})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'entity', 'date'}",False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t,s|ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,50,Search
12,0,4712,"Story recall-and-edit: For query ""Think about what happened at American Museum of Natural History on August 17, 2025. List all protagonists involved in any events at this time and place, without describing the events."", return an empty answer.","(t, s, *, *)","({August 17, 2025}, {American Museum of Natural History}, *, *)",story_edit::empty,all,set(),,{'remaining_items': []},0,0,{'date'},False,Recall and Edit,Story synthetic recall_and_edit,ent|c,t|s,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,51,Search
4,6+,668,"Consider the location Metropolitan Museum of Art. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Metropolitan Museum of Art}, *, *)",Entities,all,"{'Carter Stewart', 'Jackson Hall', 'Zoe Brown', 'Samuel Parker', 'Scarlett Thomas'}","{40, 72, 109, 50, 91, 28}","{28: 'Zoe Brown', 40: 'Samuel Parker', 50: 'Carter Stewart', 72: 'Scarlett Thomas', 91: 'Scarlett Thomas', 109: 'Jackson Hall'}",5,6,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,52,
2,"{3,4,5}",1595,"Story composite task: Use two story queries.
A) Reflect on January 03, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.
B) Reflect on February 27, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, *, *)","({January 03, 2026}, *, *, *)",story_composite::difference_then_sort,all,"[""Debate Tournament""]",,"{""remaining_sorted"": [""Debate Tournament""]}",3,4,set(),,Composite,Story synthetic composite,s|ent|c,t,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,53,Search
9,0,3373,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall all events related to Antique Auction. Provide a list of all dates when these events occurred, without describing the events.
B) Story spot-the-differences: Compare answers of these two story queries.
A) Recall all events related to Parkour Workshop. Provide a list of all dates when these events occurred, without describing the events.
B) Reflect on events related to Archery Tournament. Provide a list of all protagonists involved in these events, without describing the events.
Return only_in_A and only_in_B.
Return the intersection.","(*, *, *, c)","(*, *, *, {Antique Auction})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'entity', 'location'}",False,Match and Compare,Story synthetic match_and_compare,t|s|ent,c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,54,Search
4,6+,657,"Story recall-and-edit: Start from the answer to this story query: ""Consider the location Bethpage Black Course. List all protagonists that have been involved in any events at this location, without mentioning the events themselves."". Remove ""Bella Brown"" from the answer. Return only the remaining items.","(*, s, *, *)","(*, {Bethpage Black Course}, *, *)",story_edit::remove_one,all,"{'Levi Rodriguez', 'Logan Diaz', 'Ezra Edwards', 'Scarlett Thomas', 'Zoe Brown'}",,"{'remaining_items': ['Ezra Edwards', 'Levi Rodriguez', 'Logan Diaz', 'Scarlett Thomas', 'Zoe Brown']}",6,6,set(),,Recall and Edit,Story synthetic recall_and_edit,t|ent|c,s,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,55,Search
24,0,3960,"Recall what happened involving Stella Scott at Grand Central Terminal on August 12, 2025. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2025}, {Grand Central Terminal}, {Stella Scott}, *)",Event contents,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,56,
25,1,2338,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to Theater Performance that occurred at American Museum of Natural History on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {American Museum of Natural History}, *, {Theater Performance})",story_compute::sort_items,chronological,"[""Samuel Parker""]",,"{""sorted_items"": [""Samuel Parker""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent,t|s|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,57,Search
7,2,379,"Story recall-and-edit: Start from the answer to this story query: ""Consider all events that Olivia Turner has been involved in. List all the locations where these events took place, without mentioning the events themselves."". Remove ""Trinity Church"" from that answer. Return only the remaining items.","(*, *, ent, *)","(*, *, {Olivia Turner}, *)",story_edit::remove_one,all,{'Williamsburg Bridge'},,{'remaining_items': ['Williamsburg Bridge']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,t|s|c,ent,True,story_synthetic,True,recall_and_edit,Removed item: Trinity Church,58,
13,0,3648,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall the key events that occurred at Captree State Park on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.
B) Story spot-the-differences: Compare answers of these two story queries.
A) Recall the key events that occurred at Grand Central Terminal on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.
B) Recall the key events that occurred at American Museum of Natural History on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Return only_in_A and only_in_B.
Return the intersection.","(t, s, *, *)","({April 09, 2026}, {Captree State Park}, *, *)",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'location'}",False,Match and Compare,Story synthetic match_and_compare,ent|c,t|s,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,59,Search
1,"{3,4,5}",408,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider all events that happened on October 12, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({October 12, 2024}, *, *, *)",story_state::latest_chapter,latest,102,,{'latest_chapter': 102},3,3,set(),,Stateful Processing,Story synthetic stateful_processing,s|ent|c,t,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,60,Search
9,0,3393,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall all events related to Car Show. Provide a list of all dates when these events occurred, without describing the events.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall all events related to Ballet Performance. Provide a list of all dates when these events occurred, without describing the events.
Return only_in_A and only_in_B.","(*, *, *, c)","(*, *, *, {Car Show})",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": [""31""]}",,"{""only_in_A"": [], ""only_in_B"": [""31""]}",0,0,"{'content', 'entity', 'date', 'location'}",False,Spot the Differences,Story synthetic spot_the_differences,t|s|ent,c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,61,Search
24,1,1395,"Recall what happened involving Jackson Ramos at Ellis Island on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Ellis Island}, {Jackson Ramos}, *)",Event contents,all,{'Flash Mob'},{98},{98: 'Flash Mob'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,62,
25,0,4598,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about the events related to Antique Auction that occurred at Captree State Park on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events related to Fashion Show that occurred at American Museum of Natural History on August 17, 2025. List all protagonists involved in these events, without describing the events themselves.
Return the intersection.","(t, s, *, c)","({April 09, 2026}, {Captree State Park}, *, {Antique Auction})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'location'}",False,Match and Compare,Story synthetic match_and_compare,ent,t|s|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,63,Search
19,0,4095,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on Zoe Brown's experiences at Bethpage State Park. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Bethpage State Park}, {Zoe Brown}, *)",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,{'location'},True,Stateful Processing,Story synthetic stateful_processing,t|c,s|ent,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,64,Search
23,"{3,4,5}",1844,"Story spot-the-differences: Compare answers of these two story queries.
A) Reflect on the experiences of Zoe Brown related to Tech Hackathon. List all the unique locations where these events took place, without mentioning the events themselves.
B) Consider all events involving both Bella Brown and 3D Printing Workshop. Provide a list of all dates when these events occurred, without describing the events.
Return only_in_A and only_in_B.","(*, *, ent, c)","(*, *, {Zoe Brown}, {Tech Hackathon})",story_diff::set_difference,all,"{""only_in_A"": [""High Line"", ""One World Trade Center"", ""Port Jefferson"", ""Statue of Liberty""], ""only_in_B"": []}",,"{""only_in_A"": [""High Line"", ""One World Trade Center"", ""Port Jefferson"", ""Statue of Liberty""], ""only_in_B"": []}",4,4,set(),,Spot the Differences,Story synthetic spot_the_differences,t|s,ent|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,65,Search
22,0,2670,"Consider all events involving both Bella Brown and 3D Printing Workshop. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Bella Brown}, {3D Printing Workshop})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,66,
7,"{3,4,5}",374,"Story recall-and-edit: Start from the answer to this story query: ""Consider all events that Logan Diaz has been involved in. List all the locations where these events took place, without mentioning the events themselves."". Remove ""Bethpage Black Course"" from the answer. Return only the remaining items.","(*, *, ent, *)","(*, *, {Logan Diaz}, *)",story_edit::remove_one,all,"{'The Vessel at Hudson Yards', 'High Line'}",,"{'remaining_items': ['High Line', 'The Vessel at Hudson Yards']}",3,3,set(),,Recall and Edit,Story synthetic recall_and_edit,t|s|c,ent,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,67,Search
13,0,3653,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall the key events that occurred at Chrysler Building on August 27, 2024. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 27, 2024}, {Chrysler Building}, *, *)",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'entity', 'date', 'location'}",False,Stateful Processing,Story synthetic stateful_processing,ent|c,t|s,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,68,Search
22,"{3,4,5}",323,"Story recall-and-edit: Start from the answer to this story query: ""Consider all events involving both Samuel Parker and Theater Performance. Provide a list of all dates when these events occurred, without describing the events."". Remove ""April 09, 2026"" from the answer. Return only the remaining items.","(*, *, ent, c)","(*, *, {Samuel Parker}, {Theater Performance})",story_edit::remove_one,all,"{'September 27, 2025', 'October 12, 2024'}",,"{'remaining_items': ['October 12, 2024', 'September 27, 2025']}",3,3,set(),,Recall and Edit,Story synthetic recall_and_edit,t|s,ent|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,69,Search
18,"{3,4,5}",64,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider all events involving Julian Ross at High Line. Provide a list of all dates when these events occurred, without describing the events.
B) Story composite task: Use two story queries.
A) Consider all events involving Carter Stewart at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.
B) Story recall-and-edit: Start from the answer to this story query: ""Reflect on Julian Ross's experiences at High Line. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred."". Remove ""Archery Tournament"" from that answer. Return only the remaining items.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.
Return only_in_A and only_in_B.","(*, s, ent, *)","(*, {High Line}, {Julian Ross}, *)",story_diff::set_difference,all,"{""only_in_A"": [""March 23, 2025"", ""October 30, 2026"", ""September 22, 2026""], ""only_in_B"": [""September 13, 2025""]}",,"{""only_in_A"": [""March 23, 2025"", ""October 30, 2026"", ""September 22, 2026""], ""only_in_B"": [""September 13, 2025""]}",3,3,set(),,Spot the Differences,Story synthetic spot_the_differences,t|c,s|ent,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,70,Search
27,0,2691,"Consider all events involving both Chloe Castillo and Tech Hackathon at American Museum of Natural History. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {American Museum of Natural History}, {Chloe Castillo}, {Tech Hackathon})",Times,all,set(),set(),{},0,0,{'content'},True,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,71,
19,0,4047,"Story spot-the-differences: Compare answers of these two story queries.
A) Reflect on Logan Diaz's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Reflect on Zoe Brown's experiences at American Museum of Natural History. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
Return only_in_A and only_in_B.","(*, s, ent, *)","(*, {American Museum of Natural History}, {Logan Diaz}, *)",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": [""Photography Exhibition""]}",,"{""only_in_A"": [], ""only_in_B"": [""Photography Exhibition""]}",0,0,{'entity'},True,Spot the Differences,Story synthetic spot_the_differences,t|c,s|ent,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,72,Search
13,0,3638,"Story composite task: Use two story queries.
A) Recall the key events that occurred at Bethpage State Park on August 24, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.
B) Recall the key events that occurred at American Museum of Natural History on August 17, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, *, *)","({August 24, 2026}, {Bethpage State Park}, *, *)",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'content', 'location'}",True,Composite,Story synthetic composite,ent|c,t|s,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,73,Search
13,1,1178,"Recall the key events that occurred at Brooklyn Museum on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {Brooklyn Museum}, *, *)",Event contents,all,{'Fashion Show'},{23},{23: 'Fashion Show'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,74,
21,2,2103,"Story recall-and-edit: Start from the answer to this story query: ""Think about the events involving Film Festival at High Line. List all protagonists involved in these events, without mentioning the events themselves."". Remove ""Brooklyn Ross"" from that answer. Return only the remaining items.","(*, s, *, c)","(*, {High Line}, *, {Film Festival})",story_edit::remove_one,all,{'Mila Gonzalez'},,{'remaining_items': ['Mila Gonzalez']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,t|ent,s|c,True,story_synthetic,True,recall_and_edit,Removed item: Brooklyn Ross,75,
21,1,2153,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events involving Parkour Workshop at American Museum of Natural History. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Parkour Workshop})",story_compute::sort_items,chronological,"[""Carter Stewart""]",,"{""sorted_items"": [""Carter Stewart""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|ent,s|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,76,Search
20,0,3390,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall all events related to Car Show that occurred at American Museum of Natural History. Provide a list of all dates when these events took place, without describing the events.
B) Recall all events related to Film Festival that occurred at High Line. Provide a list of all dates when these events took place, without describing the events.
Return the intersection.","(*, s, *, c)","(*, {American Museum of Natural History}, *, {Car Show})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'entity', 'date'}",False,Match and Compare,Story synthetic match_and_compare,t|ent,s|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,77,Search
11,2,1713,"Reflect on events related to Archery Tournament. Provide a list of all protagonists involved in these events, without describing the events.","(*, *, *, c)","(*, *, *, {Archery Tournament})",Entities,all,"{'Julian Ross', 'Mila Gonzalez'}","{22, 95}","{22: 'Mila Gonzalez', 95: 'Julian Ross'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,78,
22,1,137,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Consider all events involving both Aurora Chavez and Tech Hackathon. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Aurora Chavez}, {Tech Hackathon})",story_state::latest_chapter,latest,73,,{'latest_chapter': 73},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,t|s,ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,79,Search
17,1,2072,"Story recall-and-edit: Start from the answer to this story query: ""Think about the events involving Educational Workshop on April 09, 2026. Provide a list of all protagonists involved in these events, without describing the events."". Remove ""Brooklyn Ross"" from the answer. Return only the remaining items.","(t, *, *, c)","({April 09, 2026}, *, *, {Educational Workshop})",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,s|ent,t|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,80,Search
24,0,3788,"Recall what happened involving Chloe Castillo at Queensboro Bridge on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Queensboro Bridge}, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,{'entity'},True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,81,
4,6+,656,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the location American Museum of Natural History. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {American Museum of Natural History}, *, *)",story_compute::sort_items,chronological,"[""Carter Stewart"", ""Chloe Castillo"", ""Julian Ross"", ""Levi Rodriguez"", ""Samuel Parker"", ""Zoe Brown""]",,"{""sorted_items"": [""Carter Stewart"", ""Chloe Castillo"", ""Julian Ross"", ""Levi Rodriguez"", ""Samuel Parker"", ""Zoe Brown""]}",6,9,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|ent|c,s,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,82,Search
1,1,388,"Story recall-and-edit: Start from the answer to this story query: ""Consider all events that happened on February 22, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves."". Remove ""Chloe Castillo"" from the answer. Return only the remaining items.","(t, *, *, *)","({February 22, 2025}, *, *, *)",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,s|ent|c,t,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,83,Search
25,1,2232,"Think about the events related to Astronomy Night that occurred at High Line on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {High Line}, *, {Astronomy Night})",Entities,all,{'Scarlett Thomas'},{46},{46: 'Scarlett Thomas'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,84,
25,0,4637,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events related to Fashion Show that occurred at American Museum of Natural History on August 17, 2025. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 17, 2025}, {American Museum of Natural History}, *, {Fashion Show})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,{'date'},False,Stateful Processing,Story synthetic stateful_processing,ent,t|s|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,85,Search
22,1,139,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Bella Alvarez and Astronomy Night. Provide a list of all dates when these events occurred, without describing the events.
B) Story composite task: Use two story queries.
A) Consider all events involving both Chloe Castillo and Fashion Show. Provide a list of all dates when these events occurred, without describing the events.
B) Consider all events involving both Benjamin Green and Karaoke Night. Provide a list of all dates when these events occurred, without describing the events.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.
Return the intersection.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {Astronomy Night})",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,t|s,ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,86,Search
26,1,544,"Story composite task: Use two story queries.
A) Consider the events involving both Brooklyn Ross and Educational Workshop on April 09, 2026. List all the locations where these events took place, without describing the events themselves.
B) Consider the events involving both Benjamin Green and Tech Hackathon on April 09, 2026. List all the locations where these events took place, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, ent, c)","({April 09, 2026}, *, {Brooklyn Ross}, {Educational Workshop})",story_composite::difference_then_sort,all,"[""One World Trade Center""]",,"{""remaining_sorted"": [""One World Trade Center""]}",1,1,set(),,Composite,Story synthetic composite,s,t|ent|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,87,Search
14,1,444,"Story composite task: Use two story queries.
A) Consider the events involving Henry Reed on April 09, 2026. List all the locations where these events took place, without describing the events themselves.
B) Story composite task: Use two story queries.
A) Reflect on what Henry Reed experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.
B) Consider the events involving Henry Reed on April 09, 2026. List all the locations where these events took place, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, *, ent, *)","({April 09, 2026}, *, {Henry Reed}, *)",story_composite::difference_then_sort,all,"[""Queensboro Bridge""]",,"{""remaining_sorted"": [""Queensboro Bridge""]}",1,1,set(),,Composite,Story synthetic composite,s|c,t|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,88,Search
3,0,4373,"Think about all events that have occurred at Brooklyn Bridge Park. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Brooklyn Bridge Park}, *, *)",Times,all,set(),set(),{},0,0,"{'entity', 'date', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,89,
4,6+,671,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider the location One World Trade Center. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.
B) Recall the events related to Theater Performance that occurred on February 27, 2026. List all the locations where these events took place, without describing the events themselves.
Return two lists: only_in_A and only_in_B.","(*, s, *, *)","(*, {One World Trade Center}, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Brooklyn Ross"", ""Ezra Edwards"", ""Hazel Lewis"", ""Henry Reed"", ""Julian Ross"", ""Levi Rodriguez"", ""Maya Smith"", ""Samuel Parker"", ""Zoe Brown""], ""only_in_B"": [""High Line"", ""Statue of Liberty""]}",,"{""only_in_A"": [""Brooklyn Ross"", ""Ezra Edwards"", ""Hazel Lewis"", ""Henry Reed"", ""Julian Ross"", ""Levi Rodriguez"", ""Maya Smith"", ""Samuel Parker"", ""Zoe Brown""], ""only_in_B"": [""High Line"", ""Statue of Liberty""]}",9,9,set(),,Spot the Differences,Story-grounded set difference,t|ent|c,s,True,story_synthetic,True,spot_the_differences,Compared q_idx 4 vs 16,90,
9,6+,983,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall all events related to Parkour Workshop. Provide a list of all dates when these events occurred, without describing the events.
B) Reflect on events related to Archery Tournament. Provide a list of all protagonists involved in these events, without describing the events.
Return only_in_A and only_in_B.","(*, *, *, c)","(*, *, *, {Parkour Workshop})",story_diff::set_difference,all,"{""only_in_A"": [""February 27, 2026"", ""May 11, 2026"", ""October 30, 2026"", ""September 13, 2025"", ""September 27, 2025""], ""only_in_B"": [""Julian Ross"", ""Mila Gonzalez""]}",,"{""only_in_A"": [""February 27, 2026"", ""May 11, 2026"", ""October 30, 2026"", ""September 13, 2025"", ""September 27, 2025""], ""only_in_B"": [""Julian Ross"", ""Mila Gonzalez""]}",5,6,set(),,Spot the Differences,Story synthetic spot_the_differences,t|s|ent,c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,91,Search
