q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx,original_minerva_category
3,1,1137,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about all events that have occurred at Maharashtra. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Maharashtra}, *, *)",story_state::latest_chapter,latest,45,,{'latest_chapter': 45},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,t|ent|c,s,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,49,Search
26,1,301,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider the events involving both Benjamin Green and volcanic eruption on April 09, 2026. List all the locations where these events took place, without describing the events themselves.
B) Consider all events involving Levi Rodriguez at Nairobi County. Provide a list of all dates when these events occurred, without describing the events.
Return two lists: only_in_A and only_in_B.","(t, *, ent, c)","({April 09, 2026}, *, {Benjamin Green}, {volcanic eruption})",story_diff::set_difference,all,"{""only_in_A"": [""Nairobi County""], ""only_in_B"": [""July 25, 2024"", ""May 28, 2025""]}",,"{""only_in_A"": [""Nairobi County""], ""only_in_B"": [""July 25, 2024"", ""May 28, 2025""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,s,t|ent|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 26 vs 18,50,
1,1,220,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events that happened on January 26, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({January 26, 2025}, *, *, *)",story_compute::sort_items,chronological,"[""Zoe Brown""]",,"{""sorted_items"": [""Zoe Brown""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s|ent|c,t,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,51,Search
25,0,2570,"Think about the events related to political assassination that occurred at Maharashtra on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2025}, {Maharashtra}, *, {political assassination})",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,52,
19,0,2245,"Story composite task: Use two story queries.
A) Reflect on Layla Peterson's experiences at Auckland Region. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
B) Reflect on Carter Stewart's experiences at Buenos Aires Province. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, s, ent, *)","(*, {Auckland Region}, {Layla Peterson}, *)",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'location', 'content', 'entity', 'date'}",False,Composite,Story synthetic composite,t|c,s|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,53,Search
16,0,2006,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall the events related to political assassination that occurred on August 12, 2025. List all the locations where these events took place, without describing the events themselves.
B) Story recall-and-edit: Start from the answer to this story query: ""Recall the events related to volcanic eruption that occurred on March 23, 2024. List all the locations where these events took place, without describing the events themselves."". Remove ""Buenos Aires Province"" from that answer. Return only the remaining items.
Return only_in_A and only_in_B.","(t, *, *, c)","({August 12, 2025}, *, *, {political assassination})",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": [""Kampong Cham Province""]}",,"{""only_in_A"": [], ""only_in_B"": [""Kampong Cham Province""]}",0,0,{'date'},False,Spot the Differences,Story synthetic spot_the_differences,s|ent,t|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,54,Search
14,1,273,"Consider the events involving Lily Nguyen on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2026}, *, {Lily Nguyen}, *)",Spaces,all,{'Minas Gerais'},{23},{23: 'Minas Gerais'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,55,
22,0,1496,"Story composite task: Use two story queries.
A) Consider all events involving both Brooklyn Ross and factory explosion. Provide a list of all dates when these events occurred, without describing the events.
B) Story spot-the-differences: Compare answers of these two story queries.
A) Consider all events involving both Henry Reed and toxic waste spill. Provide a list of all dates when these events occurred, without describing the events.
B) Consider all events involving both Brooklyn Ross and police force strike. Provide a list of all dates when these events occurred, without describing the events.
Return only_in_A and only_in_B.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {factory explosion})",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'content', 'date', 'entity'}",True,Composite,Story synthetic composite,t|s,ent|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,56,Search
24,1,850,"Recall what happened involving Scarlett Thomas at Greater Mumbai on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Greater Mumbai}, {Scarlett Thomas}, *)",Event contents,all,{'factory explosion'},{46},{46: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,57,
20,2,574,"Recall all events related to volcanic eruption that occurred at Nairobi County. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Nairobi County}, *, {volcanic eruption})",Times,all,"{'July 25, 2024', 'April 09, 2026'}","{53, 14}","{14: 'April 09, 2026', 53: 'July 25, 2024'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,58,
24,0,2148,"Recall what happened involving Jaxon Howard at East Java on August 12, 2025. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2025}, {East Java}, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,59,
23,0,2314,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on the experiences of Brooklyn Ross related to volcanic eruption. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {volcanic eruption})",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'date', 'entity'}",True,Stateful Processing,Story synthetic stateful_processing,t|s,ent|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,60,Search
21,1,1208,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Think about the events involving residential tower fire at Antioquia Department. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Antioquia Department}, *, {residential tower fire})",story_state::latest_chapter,latest,37,,{'latest_chapter': 37},1,1,set(),,Stateful Processing,Story synthetic stateful_processing,t|ent,s|c,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,61,Search
1,1,225,"Consider all events that happened on May 07, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({May 07, 2024}, *, *, *)",Entities,all,{'Zoe Brown'},{4},{4: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,62,
22,2,98,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider all events involving both Henry Reed and toxic waste spill. Provide a list of all dates when these events occurred, without describing the events.
B) Consider all events involving both Brooklyn Ross and police force strike. Provide a list of all dates when these events occurred, without describing the events.
Return only_in_A and only_in_B.","(*, *, ent, c)","(*, *, {Henry Reed}, {toxic waste spill})",story_diff::set_difference,all,"{""only_in_A"": [""March 23, 2025"", ""May 28, 2025""], ""only_in_B"": [""October 13, 2024""]}",,"{""only_in_A"": [""March 23, 2025"", ""May 28, 2025""], ""only_in_B"": [""October 13, 2024""]}",2,2,set(),,Spot the Differences,Story synthetic spot_the_differences,t|s,ent|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,63,Search
28,0,2199,"Recall what happened involving Scarlett Thomas and political assassination at Maharashtra on August 12, 2025 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, {political assassination})",Other entities,all,set(),set(),{},0,0,{'date'},False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,64,
26,0,1724,"Consider the events involving both Jaxon Howard and reservoir breach on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2025}, *, {Jaxon Howard}, {reservoir breach})",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,65,
13,1,705,"Recall the key events that occurred at Ontario on December 03, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2026}, {Ontario}, *, *)",Event contents,all,{'flash flood emergency'},{24},{24: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,66,
27,0,1553,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving both Layla Peterson and airport customs breach at Auckland Region. Provide a list of all dates when these events occurred, without describing the events.
B) Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving both Lillian Mendoza and produce contamination outbreak at Bagmati Province. Provide a list of all dates when these events occurred, without describing the events.
Return the intersection.","(*, s, ent, c)","(*, {Auckland Region}, {Layla Peterson}, {airport customs breach})",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'location', 'content', 'entity', 'date'}",False,Match and Compare,Story synthetic match_and_compare,t,s|ent|c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,67,Search
34,1,404,List all locations visited by Bella Alvarez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Bella Alvarez}, *)",Spaces,chronological,['Dodoma Region'],[43],{43: 'Dodoma Region'},1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,68,
15,0,2397,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Reflect on what Noah Williams experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Noah Williams}, *)",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'date', 'entity'}",True,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s|c,t|ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,69,Search
13,1,696,"Story spot-the-differences: Compare answers of these two story queries.
A) Recall the key events that occurred at Minas Gerais on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.
B) Recall the key events that occurred at Maharashtra on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Return only_in_A and only_in_B.","(t, s, *, *)","({April 09, 2026}, {Minas Gerais}, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""residential tower fire""], ""only_in_B"": []}",,"{""only_in_A"": [""residential tower fire""], ""only_in_B"": []}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,ent|c,t|s,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,70,Search
5,2,738,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall the various events that have taken place at North Dakota. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.
B) Think about all events that have occurred at Alberta. Provide a list of all dates when these events took place, without describing the events.
Return the intersection.","(*, s, *, *)","(*, {North Dakota}, *, *)",story_compare::intersection,all,set(),,{'shared_items': []},2,2,set(),,Match and Compare,Story synthetic match_and_compare,t|ent|c,s,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,71,Search
6,2,951,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on all events involving Benjamin Green. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",story_state::latest_chapter,latest,14,,{'latest_chapter': 14},2,2,set(),,Stateful Processing,Story synthetic stateful_processing,t|s|c,ent,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,72,Search
25,1,1278,"Story spot-the-differences: Compare answers of these two story queries.
A) Think about the events related to flash flood emergency that occurred at Ontario on December 03, 2026. List all protagonists involved in these events, without describing the events themselves.
B) Think about the events related to factory explosion that occurred at Greater Mumbai on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.
Return only_in_A and only_in_B.","(t, s, *, c)","({December 03, 2026}, {Ontario}, *, {flash flood emergency})",story_diff::set_difference,all,"{""only_in_A"": [""Ezra Edwards""], ""only_in_B"": [""Scarlett Thomas""]}",,"{""only_in_A"": [""Ezra Edwards""], ""only_in_B"": [""Scarlett Thomas""]}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,ent,t|s|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,73,Search
4,1,360,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider the location Bagmati Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.
B) Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about all events that have occurred at Alberta. Provide a list of all dates when these events took place, without describing the events.
B) Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Recall the various events that have taken place at North Dakota. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.
B) Think about all events that have occurred at Alberta. Provide a list of all dates when these events took place, without describing the events.
Return the intersection.
Return the intersection.
Return only_in_A and only_in_B.","(*, s, *, *)","(*, {Bagmati Province}, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Lillian Mendoza""], ""only_in_B"": []}",,"{""only_in_A"": [""Lillian Mendoza""], ""only_in_B"": []}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,t|ent|c,s,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,74,Search
12,0,2603,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about what happened at East Java on August 12, 2025. List all protagonists involved in any events at this time and place, without describing the events.
B) Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Think about what happened at Nairobi County on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.
B) Story spot-the-differences: Compare answers of these two story queries.
A) Recall the key events that occurred at Minas Gerais on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.
B) Recall the key events that occurred at Maharashtra on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Return only_in_A and only_in_B.
Return the intersection.
Return the intersection.","(t, s, *, *)","({August 12, 2025}, {East Java}, *, *)",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'location', 'entity', 'date'}",False,Match and Compare,Story synthetic match_and_compare,ent|c,t|s,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,75,Search
16,1,623,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall the events related to flash flood emergency that occurred on December 03, 2026. List all the locations where these events took place, without describing the events themselves.
B) Recall the events related to fishing fleet loss that occurred on June 14, 2025. List all the locations where these events took place, without describing the events themselves.
Return two lists: only_in_A and only_in_B.","(t, *, *, c)","({December 03, 2026}, *, *, {flash flood emergency})",story_diff::set_difference,all,"{""only_in_A"": [""Ontario""], ""only_in_B"": [""Minas Gerais"", ""Sichuan Province""]}",,"{""only_in_A"": [""Ontario""], ""only_in_B"": [""Minas Gerais"", ""Sichuan Province""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,s|ent,t|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 16 vs 16,76,
11,1,972,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Reflect on events related to air quality emergency. Provide a list of all protagonists involved in these events, without describing the events.
B) Story spot-the-differences: Compare answers of these two story queries.
A) Recall all events related to air quality emergency. Provide a list of all dates when these events occurred, without describing the events.
B) Reflect on events related to magnitude 9.0 earthquake. Provide a list of all protagonists involved in these events, without describing the events.
Return only_in_A and only_in_B.
Return the intersection.","(*, *, *, c)","(*, *, *, {air quality emergency})",story_compare::intersection,all,set(),,{'shared_items': []},1,1,set(),,Match and Compare,Story synthetic match_and_compare,t|s|ent,c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,77,Search
24,1,863,"Story composite task: Use two story queries.
A) Recall what happened involving Zoe Brown at Luzon Region on December 26, 2026. Describe the key events or activities that occurred, focusing on what happened.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall what happened involving Chloe Castillo at Nairobi County on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, ent, *)","({December 26, 2026}, {Luzon Region}, {Zoe Brown}, *)",story_composite::difference_then_sort,all,"[""factory explosion""]",,"{""remaining_sorted"": [""factory explosion""]}",1,1,set(),,Composite,Story synthetic composite,c,t|s|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,78,Search
0,0,1957,"Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Recall all the events that occurred on December 10, 2026. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({December 10, 2026}, *, *, *)",story_state::latest_chapter,latest,0,,{'latest_chapter': 0},0,0,"{'content', 'date'}",False,Stateful Processing,Story synthetic stateful_processing,s|ent|c,t,True,story_synthetic_balanced,True,stateful_processing,Rebalanced from Search to Stateful Processing; cue preserved,79,Search
11,2,978,"Story composite task: Use two story queries.
A) Reflect on events related to magnitude 9.0 earthquake. Provide a list of all protagonists involved in these events, without describing the events.
B) Consider all events involving opera house fire. List all the locations where these events took place, without mentioning the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, *, *, c)","(*, *, *, {magnitude 9.0 earthquake})",story_composite::difference_then_sort,all,"[""Carter Stewart"", ""Levi Rodriguez""]",,"{""remaining_sorted"": [""Carter Stewart"", ""Levi Rodriguez""]}",2,2,set(),,Composite,Story synthetic composite,t|s|ent,c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,80,Search
16,2,656,"Story recall-and-edit: Start from the answer to this story query: ""Recall the events related to volcanic eruption that occurred on March 23, 2024. List all the locations where these events took place, without describing the events themselves."". Remove ""Buenos Aires Province"" from that answer. Return only the remaining items.","(t, *, *, c)","({March 23, 2024}, *, *, {volcanic eruption})",story_edit::remove_one,all,{'Kampong Cham Province'},,{'remaining_items': ['Kampong Cham Province']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,s|ent,t|c,True,story_synthetic,True,recall_and_edit,Removed item: Buenos Aires Province,81,
1,0,1628,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events that happened on August 27, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({August 27, 2024}, *, *, *)",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,{'date'},False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s|ent|c,t,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,82,Search
25,0,2552,"Story composite task: Use two story queries.
A) Think about the events related to fishing fleet loss that occurred at Kampong Cham Province on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.
B) Think about the events related to political assassination that occurred at Maharashtra on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, *, c)","({April 09, 2026}, {Kampong Cham Province}, *, {fishing fleet loss})",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,"{'content', 'date', 'entity'}",True,Composite,Story synthetic composite,ent,t|s|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,83,Search
26,0,1748,"Story recall-and-edit: For query ""Consider the events involving both Scarlett Thomas and political assassination on August 12, 2025. List all the locations where these events took place, without describing the events themselves."", return an empty answer.","(t, *, ent, c)","({August 12, 2025}, *, {Scarlett Thomas}, {political assassination})",story_edit::empty,all,set(),,{'remaining_items': []},0,0,{'date'},False,Recall and Edit,Story synthetic recall_and_edit,s,t|ent|c,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,84,Search
23,1,996,"Story composite task: Use two story queries.
A) Reflect on the experiences of Benjamin Green related to volcanic eruption. List all the unique locations where these events took place, without mentioning the events themselves.
B) Consider all events involving both Brooklyn Ross and police force strike. Provide a list of all dates when these events occurred, without describing the events.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, *, ent, c)","(*, *, {Benjamin Green}, {volcanic eruption})",story_composite::difference_then_sort,all,"[""Nairobi County""]",,"{""remaining_sorted"": [""Nairobi County""]}",1,1,set(),,Composite,Story synthetic composite,t|s,ent|c,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,85,Search
24,0,2105,"Story composite task: Use two story queries.
A) Recall what happened involving Carter Stewart at Vermont on August 27, 2024. Describe the key events or activities that occurred, focusing on what happened.
B) Recall what happened involving Noah Williams at Kampong Cham Province on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(t, s, ent, *)","({August 27, 2024}, {Vermont}, {Carter Stewart}, *)",story_composite::difference_then_sort,all,[],,"{""remaining_sorted"": []}",0,0,{'date'},False,Composite,Story synthetic composite,c,t|s|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,86,Search
29,0,1841,"Provide a comprehensive account of what happened involving Chloe Castillo and wind farm destruction at Nairobi County on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Nairobi County}, {Chloe Castillo}, {wind farm destruction})",Full event details,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Composite,Story full event details,,t|s|ent|c,True,original,False,,,87,
25,1,1272,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to factory explosion that occurred at Luzon Region on December 26, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 26, 2026}, {Luzon Region}, *, {factory explosion})",story_compute::sort_items,chronological,"[""Zoe Brown""]",,"{""sorted_items"": [""Zoe Brown""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent,t|s|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,88,Search
21,1,1209,"Think about the events involving residential tower fire at Buenos Aires Province. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Buenos Aires Province}, *, {residential tower fire})",Entities,all,{'Lillian Mendoza'},{59},{59: 'Lillian Mendoza'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,89,
10,2,179,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Consider all events involving opera house fire. List all the locations where these events took place, without mentioning the events themselves.
B) Reflect on events related to airport shutdown. Provide a list of all protagonists involved in these events, without describing the events.
Return the intersection.","(*, *, *, c)","(*, *, *, {opera house fire})",story_compare::intersection,all,set(),,{'shared_items': []},2,2,set(),,Match and Compare,Story synthetic match_and_compare,t|s|ent,c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,90,Search
10,1,181,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider all events involving political assassination. List all the locations where these events took place, without mentioning the events themselves.
B) Reflect on the experiences of Benjamin Green related to volcanic eruption. List all the unique locations where these events took place, without mentioning the events themselves.
Return two lists: only_in_A and only_in_B.","(*, *, *, c)","(*, *, *, {political assassination})",story_diff::set_difference,all,"{""only_in_A"": [""Maharashtra""], ""only_in_B"": [""Nairobi County""]}",,"{""only_in_A"": [""Maharashtra""], ""only_in_B"": [""Nairobi County""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,t|s|ent,c,True,story_synthetic,True,spot_the_differences,Compared q_idx 10 vs 23,91,
12,0,2635,"Story spot-the-differences: Compare answers of these two story queries.
A) Think about what happened at Vermont on August 27, 2024. List all protagonists involved in any events at this time and place, without describing the events.
B) Recall the key events that occurred at Maharashtra on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Return only_in_A and only_in_B.","(t, s, *, *)","({August 27, 2024}, {Vermont}, *, *)",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": []}",,"{""only_in_A"": [], ""only_in_B"": []}",0,0,{'date'},False,Spot the Differences,Story synthetic spot_the_differences,ent|c,t|s,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,92,Search
26,1,309,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider the events involving both Ezra Edwards and flash flood emergency on December 03, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 03, 2026}, *, {Ezra Edwards}, {flash flood emergency})",story_compute::sort_items,chronological,"[""Ontario""]",,"{""sorted_items"": [""Ontario""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s,t|ent|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,93,Search
3,1,1138,"Story recall-and-edit: Start from the answer to this story query: ""Think about all events that have occurred at Maine. Provide a list of all dates when these events took place, without describing the events."". Remove ""January 03, 2026"" from the answer. Return only the remaining items.","(*, s, *, *)","(*, {Maine}, *, *)",story_edit::remove_one,all,set(),,{'remaining_items': []},1,1,set(),,Recall and Edit,Story synthetic recall_and_edit,t|ent|c,s,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,94,Search
18,1,15,"Story spot-the-differences: Compare answers of these two story queries.
A) Consider all events involving Henry Reed at Buenos Aires Province. Provide a list of all dates when these events occurred, without describing the events.
B) Reflect on Samuel Parker's experiences at Auckland Region. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
Return only_in_A and only_in_B.","(*, s, ent, *)","(*, {Buenos Aires Province}, {Henry Reed}, *)",story_diff::set_difference,all,"{""only_in_A"": [""March 23, 2024""], ""only_in_B"": []}",,"{""only_in_A"": [""March 23, 2024""], ""only_in_B"": []}",1,1,set(),,Spot the Differences,Story synthetic spot_the_differences,t|c,s|ent,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,95,Search
16,0,2007,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Recall the events related to reservoir breach that occurred on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({August 12, 2025}, *, *, {reservoir breach})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'location', 'entity', 'date'}",False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,s|ent,t|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,96,Search
