q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
23,1,954,"Reflect on the experiences of Benjamin Green related to artificial atmosphere toxicity. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {artificial atmosphere toxicity})",Spaces,all,{'Europa Subsurface Laboratory'},{7},{7: 'Europa Subsurface Laboratory'},1,1,set(),
23,1,955,"Reflect on the experiences of Benjamin Green related to cryo-pod integrity breach. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {cryo-pod integrity breach})",Spaces,all,{'Hydra Cloud Facility'},{14},{14: 'Hydra Cloud Facility'},1,1,set(),
23,1,956,"Reflect on the experiences of Brooklyn Ross related to matter synthesizer overload. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {matter synthesizer overload})",Spaces,all,{'Mercury Twilight Observatory'},{39},{39: 'Mercury Twilight Observatory'},1,1,set(),
23,1,957,"Reflect on the experiences of Carter Stewart related to antimatter cascade. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Carter Stewart}, {antimatter cascade})",Spaces,all,{'Phobos Military Base'},{29},{29: 'Phobos Military Base'},1,1,set(),
22,1,61,"Consider all events involving both Bella Alvarez and subspace antenna failure. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Bella Alvarez}, {subspace antenna failure})",Times,all,"{'May 11, 2226'}",{40},"{40: 'May 11, 2226'}",1,1,set(),
22,1,63,"Consider all events involving both Benjamin Green and artificial atmosphere toxicity. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {artificial atmosphere toxicity})",Times,all,"{'February 27, 2226'}",{7},"{7: 'February 27, 2226'}",1,1,set(),
22,1,65,"Consider all events involving both Benjamin Green and cryo-pod integrity breach. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Benjamin Green}, {cryo-pod integrity breach})",Times,all,"{'April 09, 2226'}",{14},"{14: 'April 09, 2226'}",1,1,set(),
22,1,67,"Consider all events involving both Brooklyn Ross and matter synthesizer overload. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {matter synthesizer overload})",Times,all,"{'October 13, 2224'}",{39},"{39: 'October 13, 2224'}",1,1,set(),
22,1,69,"Consider all events involving both Carter Stewart and antimatter cascade. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Carter Stewart}, {antimatter cascade})",Times,all,"{'January 03, 2226'}",{29},"{29: 'January 03, 2226'}",1,1,set(),
31,2,1344,What is the most recent location where Benjamin Green was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Spaces,latest,['Hydra Cloud Facility'],[14],{14: 'Hydra Cloud Facility'},1,2,set(),
31,2,1347,What is the most recent location where Chloe Castillo was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Spaces,latest,['Triton Gas Colony'],[2],{2: 'Triton Gas Colony'},1,2,set(),
31,2,1348,What is the most recent location where Ezra Edwards was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Spaces,latest,['Titania Quantum Lab'],[23],{23: 'Titania Quantum Lab'},1,2,set(),
31,2,1349,What is the most recent location where Hazel Lewis was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Spaces,latest,['Luna Copernicus Station'],[19],{19: 'Luna Copernicus Station'},1,2,set(),
31,2,1354,What is the most recent location where Lillian Mendoza was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Spaces,latest,['Eris Research Post'],[34],{34: 'Eris Research Post'},1,2,set(),
8,2,1061,"Think about Benjamin Green's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Event contents,all,"{'artificial atmosphere toxicity', 'cryo-pod integrity breach'}","{14, 7}","{7: 'artificial atmosphere toxicity', 14: 'cryo-pod integrity breach'}",2,2,set(),
8,2,1064,"Think about Chloe Castillo's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,all,"{'digital afterlife server shutdown', 'fusion core breach'}","{2, 12}","{2: 'fusion core breach', 12: 'digital afterlife server shutdown'}",2,2,set(),
8,2,1065,"Think about Ezra Edwards's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Event contents,all,"{'plasma conduit rupture', 'digital afterlife server shutdown'}","{1, 23}","{1: 'digital afterlife server shutdown', 23: 'plasma conduit rupture'}",2,2,set(),
8,2,1066,"Think about Hazel Lewis's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Event contents,all,"{'communication array blackout', 'fusion core breach'}","{41, 19}","{19: 'communication array blackout', 41: 'fusion core breach'}",2,2,set(),
8,2,1071,"Think about Lillian Mendoza's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Event contents,all,"{'vacuum seal deterioration', 'fusion core breach'}","{56, 34}","{34: 'vacuum seal deterioration', 56: 'fusion core breach'}",2,2,set(),
6,2,911,"Reflect on all events involving Benjamin Green. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Times,all,"{'February 27, 2226', 'April 09, 2226'}","{14, 7}","{7: 'February 27, 2226', 14: 'April 09, 2226'}",2,2,set(),
6,2,914,"Reflect on all events involving Chloe Castillo. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Times,all,"{'May 11, 2226', 'September 22, 2226'}","{2, 12}","{2: 'September 22, 2226', 12: 'May 11, 2226'}",2,2,set(),
6,2,915,"Reflect on all events involving Ezra Edwards. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Times,all,"{'December 03, 2226', 'September 13, 2225'}","{1, 23}","{1: 'September 13, 2225', 23: 'December 03, 2226'}",2,2,set(),
6,2,916,"Reflect on all events involving Hazel Lewis. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Times,all,"{'September 03, 2226', 'February 27, 2226'}","{41, 19}","{19: 'September 03, 2226', 41: 'February 27, 2226'}",2,2,set(),
6,2,921,"Reflect on all events involving Lillian Mendoza. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Times,all,"{'September 13, 2225', 'November 13, 2226'}","{56, 34}","{34: 'November 13, 2226', 56: 'September 13, 2225'}",2,2,set(),
35,2,367,"Enumerate all activities that Benjamin Green has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Event contents,chronological,"['artificial atmosphere toxicity', 'cryo-pod integrity breach']","[7, 14]","{7: 'artificial atmosphere toxicity', 14: 'cryo-pod integrity breach'}",2,2,set(),
35,2,370,"Enumerate all activities that Chloe Castillo has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,chronological,"['digital afterlife server shutdown', 'fusion core breach']","[12, 2]","{2: 'fusion core breach', 12: 'digital afterlife server shutdown'}",2,2,set(),
35,2,371,"Enumerate all activities that Ezra Edwards has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Event contents,chronological,"['digital afterlife server shutdown', 'plasma conduit rupture']","[1, 23]","{1: 'digital afterlife server shutdown', 23: 'plasma conduit rupture'}",2,2,set(),
35,2,372,"Enumerate all activities that Hazel Lewis has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Event contents,chronological,"['fusion core breach', 'communication array blackout']","[41, 19]","{19: 'communication array blackout', 41: 'fusion core breach'}",2,2,set(),
35,2,377,"Enumerate all activities that Lillian Mendoza has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Event contents,chronological,"['fusion core breach', 'vacuum seal deterioration']","[56, 34]","{34: 'vacuum seal deterioration', 56: 'fusion core breach'}",2,2,set(),
7,2,186,"Consider all events that Benjamin Green has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Spaces,all,"{'Hydra Cloud Facility', 'Europa Subsurface Laboratory'}","{14, 7}","{7: 'Europa Subsurface Laboratory', 14: 'Hydra Cloud Facility'}",2,2,set(),
7,2,189,"Consider all events that Chloe Castillo has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Spaces,all,"{'Mercury Twilight Observatory', 'Triton Gas Colony'}","{2, 12}","{2: 'Triton Gas Colony', 12: 'Mercury Twilight Observatory'}",2,2,set(),
7,2,190,"Consider all events that Ezra Edwards has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Spaces,all,"{""Barnard's Star Propulsion Lab"", 'Titania Quantum Lab'}","{1, 23}","{1: ""Barnard's Star Propulsion Lab"", 23: 'Titania Quantum Lab'}",2,2,set(),
7,2,191,"Consider all events that Hazel Lewis has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Spaces,all,"{'Luna Copernicus Station', 'Luna Shackleton Crater Colony'}","{41, 19}","{19: 'Luna Copernicus Station', 41: 'Luna Shackleton Crater Colony'}",2,2,set(),
7,2,196,"Consider all events that Lillian Mendoza has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Spaces,all,"{'Phobos Military Base', 'Eris Research Post'}","{56, 34}","{34: 'Eris Research Post', 56: 'Phobos Military Base'}",2,2,set(),
33,2,409,"Provide a chronological list of all dates when Benjamin Green was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Times,chronological,"['February 27, 2226', 'April 09, 2226']","[7, 14]","{7: 'February 27, 2226', 14: 'April 09, 2226'}",2,2,set(),
33,2,412,"Provide a chronological list of all dates when Chloe Castillo was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Times,chronological,"['May 11, 2226', 'September 22, 2226']","[12, 2]","{2: 'September 22, 2226', 12: 'May 11, 2226'}",2,2,set(),
33,2,413,"Provide a chronological list of all dates when Ezra Edwards was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Times,chronological,"['September 13, 2225', 'December 03, 2226']","[1, 23]","{1: 'September 13, 2225', 23: 'December 03, 2226'}",2,2,set(),
33,2,414,"Provide a chronological list of all dates when Hazel Lewis was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Times,chronological,"['February 27, 2226', 'September 03, 2226']","[41, 19]","{19: 'September 03, 2226', 41: 'February 27, 2226'}",2,2,set(),
33,2,419,"Provide a chronological list of all dates when Lillian Mendoza was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Times,chronological,"['September 13, 2225', 'November 13, 2226']","[56, 34]","{34: 'November 13, 2226', 56: 'September 13, 2225'}",2,2,set(),
34,2,388,List all locations visited by Benjamin Green in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Spaces,chronological,"['Europa Subsurface Laboratory', 'Hydra Cloud Facility']","[7, 14]","{7: 'Europa Subsurface Laboratory', 14: 'Hydra Cloud Facility'}",2,2,set(),
34,2,391,List all locations visited by Chloe Castillo in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Spaces,chronological,"['Mercury Twilight Observatory', 'Triton Gas Colony']","[12, 2]","{2: 'Triton Gas Colony', 12: 'Mercury Twilight Observatory'}",2,2,set(),
34,2,392,List all locations visited by Ezra Edwards in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Spaces,chronological,"[""Barnard's Star Propulsion Lab"", 'Titania Quantum Lab']","[1, 23]","{1: ""Barnard's Star Propulsion Lab"", 23: 'Titania Quantum Lab'}",2,2,set(),
34,2,393,List all locations visited by Hazel Lewis in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Spaces,chronological,"['Luna Shackleton Crater Colony', 'Luna Copernicus Station']","[41, 19]","{19: 'Luna Copernicus Station', 41: 'Luna Shackleton Crater Colony'}",2,2,set(),
34,2,398,List all locations visited by Lillian Mendoza in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Spaces,chronological,"['Phobos Military Base', 'Eris Research Post']","[56, 34]","{34: 'Eris Research Post', 56: 'Phobos Military Base'}",2,2,set(),
30,2,1323,What is the most recent date Benjamin Green was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Times,latest,"['April 09, 2226']",[14],"{14: 'April 09, 2226'}",1,2,set(),
30,2,1326,What is the most recent date Chloe Castillo was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Times,latest,"['September 22, 2226']",[2],"{2: 'September 22, 2226'}",1,2,set(),
30,2,1327,What is the most recent date Ezra Edwards was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Times,latest,"['December 03, 2226']",[23],"{23: 'December 03, 2226'}",1,2,set(),
30,2,1328,What is the most recent date Hazel Lewis was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Times,latest,"['September 03, 2226']",[19],"{19: 'September 03, 2226'}",1,2,set(),
30,2,1333,What is the most recent date Lillian Mendoza was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Times,latest,"['November 13, 2226']",[34],"{34: 'November 13, 2226'}",1,2,set(),
32,2,1365,What was Benjamin Green doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Event contents,latest,['cryo-pod integrity breach'],[14],{14: 'cryo-pod integrity breach'},1,2,set(),
32,2,1368,What was Chloe Castillo doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,latest,['fusion core breach'],[2],{2: 'fusion core breach'},1,2,set(),
32,2,1369,What was Ezra Edwards doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Event contents,latest,['plasma conduit rupture'],[23],{23: 'plasma conduit rupture'},1,2,set(),
32,2,1370,What was Hazel Lewis doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Event contents,latest,['communication array blackout'],[19],{19: 'communication array blackout'},1,2,set(),
32,2,1375,What was Lillian Mendoza doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Event contents,latest,['vacuum seal deterioration'],[34],{34: 'vacuum seal deterioration'},1,2,set(),
35,"{3,4,5}",369,"Enumerate all activities that Carter Stewart has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Event contents,chronological,"['tachyon field surge', 'digital afterlife server shutdown', 'antimatter cascade', 'atmospheric scrubber failure']","[30, 53, 29, 47]","{29: 'antimatter cascade', 30: 'tachyon field surge', 47: 'atmospheric scrubber failure', 53: 'digital afterlife server shutdown'}",4,4,set(),
35,"{3,4,5}",375,"Enumerate all activities that Julian Ross has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Event contents,chronological,"['cryo-pod integrity breach', 'matter synthesizer overload', 'plasma conduit rupture', 'cryo-pod integrity breach', 'fusion core breach']","[6, 28, 48, 20, 31]","{6: 'cryo-pod integrity breach', 20: 'cryo-pod integrity breach', 28: 'matter synthesizer overload', 31: 'fusion core breach', 48: 'plasma conduit rupture'}",5,5,set(),
35,"{3,4,5}",376,"Enumerate all activities that Levi Rodriguez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,chronological,"['cryo-pod integrity breach', 'atmospheric scrubber failure', 'inertial dampener malfunction', 'inertial dampener malfunction', 'subspace antenna failure']","[50, 52, 51, 55, 15]","{15: 'subspace antenna failure', 50: 'cryo-pod integrity breach', 51: 'inertial dampener malfunction', 52: 'atmospheric scrubber failure', 55: 'inertial dampener malfunction'}",5,5,set(),
35,"{3,4,5}",381,"Enumerate all activities that Mila Gonzalez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Event contents,chronological,"['hyperspace beacon failure', 'crystalline matrix shatter', 'antimatter cascade']","[21, 25, 9]","{9: 'antimatter cascade', 21: 'hyperspace beacon failure', 25: 'crystalline matrix shatter'}",3,3,set(),
35,"{3,4,5}",384,"Enumerate all activities that Samuel Parker has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Samuel Parker}, *)",Event contents,chronological,"['antimatter cascade', 'antimatter cascade', 'plasma conduit rupture']","[32, 24, 37]","{24: 'antimatter cascade', 32: 'antimatter cascade', 37: 'plasma conduit rupture'}",3,3,set(),
31,"{3,4,5}",1346,What is the most recent location where Carter Stewart was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Spaces,latest,['Luna Oceanus Trading Post'],[47],{47: 'Luna Oceanus Trading Post'},1,4,set(),
31,"{3,4,5}",1352,What is the most recent location where Julian Ross was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Spaces,latest,['Mercury Twilight Observatory'],[31],{31: 'Mercury Twilight Observatory'},1,5,set(),
31,"{3,4,5}",1353,What is the most recent location where Levi Rodriguez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,latest,['Triton Gas Colony'],[15],{15: 'Triton Gas Colony'},1,5,set(),
31,"{3,4,5}",1358,What is the most recent location where Mila Gonzalez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Spaces,latest,['Mars Valles Industrial Hub'],[9],{9: 'Mars Valles Industrial Hub'},1,3,set(),
31,"{3,4,5}",1361,What is the most recent location where Samuel Parker was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Samuel Parker}, *)",Spaces,latest,['Luna Oceanus Trading Post'],[37],{37: 'Luna Oceanus Trading Post'},1,3,set(),
8,"{3,4,5}",1063,"Think about Carter Stewart's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Event contents,all,"{'atmospheric scrubber failure', 'antimatter cascade', 'tachyon field surge', 'digital afterlife server shutdown'}","{53, 29, 30, 47}","{29: 'antimatter cascade', 30: 'tachyon field surge', 47: 'atmospheric scrubber failure', 53: 'digital afterlife server shutdown'}",4,4,set(),
8,"{3,4,5}",1069,"Think about Julian Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Event contents,all,"{'plasma conduit rupture', 'fusion core breach', 'cryo-pod integrity breach', 'matter synthesizer overload'}","{6, 48, 20, 28, 31}","{6: 'cryo-pod integrity breach', 20: 'cryo-pod integrity breach', 28: 'matter synthesizer overload', 31: 'fusion core breach', 48: 'plasma conduit rupture'}",4,5,set(),
8,"{3,4,5}",1070,"Think about Levi Rodriguez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,all,"{'atmospheric scrubber failure', 'subspace antenna failure', 'cryo-pod integrity breach', 'inertial dampener malfunction'}","{15, 50, 51, 52, 55}","{15: 'subspace antenna failure', 50: 'cryo-pod integrity breach', 51: 'inertial dampener malfunction', 52: 'atmospheric scrubber failure', 55: 'inertial dampener malfunction'}",4,5,set(),
8,"{3,4,5}",1075,"Think about Mila Gonzalez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Event contents,all,"{'hyperspace beacon failure', 'crystalline matrix shatter', 'antimatter cascade'}","{9, 21, 25}","{9: 'antimatter cascade', 21: 'hyperspace beacon failure', 25: 'crystalline matrix shatter'}",3,3,set(),
8,"{3,4,5}",1078,"Think about Samuel Parker's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Samuel Parker}, *)",Event contents,all,"{'plasma conduit rupture', 'antimatter cascade'}","{24, 32, 37}","{24: 'antimatter cascade', 32: 'antimatter cascade', 37: 'plasma conduit rupture'}",2,3,set(),
6,"{3,4,5}",913,"Reflect on all events involving Carter Stewart. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Times,all,"{'October 27, 2224', 'September 22, 2226', 'January 03, 2226', 'September 13, 2225'}","{53, 29, 30, 47}","{29: 'January 03, 2226', 30: 'October 27, 2224', 47: 'September 22, 2226', 53: 'September 13, 2225'}",4,4,set(),
6,"{3,4,5}",919,"Reflect on all events involving Julian Ross. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Times,all,"{'May 14, 2225', 'September 22, 2226', 'October 27, 2224', 'February 27, 2226', 'May 31, 2224'}","{6, 48, 20, 28, 31}","{6: 'May 31, 2224', 20: 'February 27, 2226', 28: 'October 27, 2224', 31: 'September 22, 2226', 48: 'May 14, 2225'}",5,5,set(),
6,"{3,4,5}",920,"Reflect on all events involving Levi Rodriguez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,all,"{'May 28, 2225', 'December 26, 2226', 'June 14, 2225', 'July 25, 2224', 'May 11, 2226'}","{15, 50, 51, 52, 55}","{15: 'December 26, 2226', 50: 'July 25, 2224', 51: 'June 14, 2225', 52: 'May 28, 2225', 55: 'May 11, 2226'}",5,5,set(),
6,"{3,4,5}",925,"Reflect on all events involving Mila Gonzalez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Times,all,"{'February 27, 2226', 'June 14, 2225', 'March 23, 2224'}","{9, 21, 25}","{9: 'February 27, 2226', 21: 'March 23, 2224', 25: 'June 14, 2225'}",3,3,set(),
6,"{3,4,5}",928,"Reflect on all events involving Samuel Parker. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Samuel Parker}, *)",Times,all,"{'September 27, 2225', 'October 12, 2224', 'May 11, 2226'}","{24, 32, 37}","{24: 'September 27, 2225', 32: 'October 12, 2224', 37: 'May 11, 2226'}",3,3,set(),
7,"{3,4,5}",188,"Consider all events that Carter Stewart has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Spaces,all,"{'Eridani Metallurgy Complex', 'Luna Oceanus Trading Post', 'Triton Gas Colony', 'Phobos Military Base'}","{53, 29, 30, 47}","{29: 'Phobos Military Base', 30: 'Eridani Metallurgy Complex', 47: 'Luna Oceanus Trading Post', 53: 'Triton Gas Colony'}",4,4,set(),
7,"{3,4,5}",194,"Consider all events that Julian Ross has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Spaces,all,"{'Phobos Military Base', 'Triton Gas Colony', 'Ross 128 Agricultural Station', 'Nereid Weather Station', 'Mercury Twilight Observatory'}","{6, 48, 20, 28, 31}","{6: 'Nereid Weather Station', 20: 'Ross 128 Agricultural Station', 28: 'Triton Gas Colony', 31: 'Mercury Twilight Observatory', 48: 'Phobos Military Base'}",5,5,set(),
7,"{3,4,5}",195,"Consider all events that Levi Rodriguez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,all,"{'Hydra Cloud Facility', 'Luna Shackleton Crater Colony', 'Naiad Oceanographic Center', 'Triton Gas Colony'}","{15, 50, 51, 52, 55}","{15: 'Triton Gas Colony', 50: 'Hydra Cloud Facility', 51: 'Luna Shackleton Crater Colony', 52: 'Hydra Cloud Facility', 55: 'Naiad Oceanographic Center'}",4,5,set(),
7,"{3,4,5}",200,"Consider all events that Mila Gonzalez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Spaces,all,"{'Mars Valles Industrial Hub', 'Sedna Long Range Observatory', 'Europa Subsurface Laboratory'}","{9, 21, 25}","{9: 'Mars Valles Industrial Hub', 21: 'Europa Subsurface Laboratory', 25: 'Sedna Long Range Observatory'}",3,3,set(),
7,"{3,4,5}",203,"Consider all events that Samuel Parker has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Samuel Parker}, *)",Spaces,all,"{'McKendree Shell Base', 'Luna Oceanus Trading Post', 'Luna Shackleton Crater Colony'}","{24, 32, 37}","{24: 'Luna Shackleton Crater Colony', 32: 'McKendree Shell Base', 37: 'Luna Oceanus Trading Post'}",3,3,set(),
33,"{3,4,5}",411,"Provide a chronological list of all dates when Carter Stewart was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Times,chronological,"['October 27, 2224', 'September 13, 2225', 'January 03, 2226', 'September 22, 2226']","[30, 53, 29, 47]","{29: 'January 03, 2226', 30: 'October 27, 2224', 47: 'September 22, 2226', 53: 'September 13, 2225'}",4,4,set(),
33,"{3,4,5}",417,"Provide a chronological list of all dates when Julian Ross was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Times,chronological,"['May 31, 2224', 'October 27, 2224', 'May 14, 2225', 'February 27, 2226', 'September 22, 2226']","[6, 28, 48, 20, 31]","{6: 'May 31, 2224', 20: 'February 27, 2226', 28: 'October 27, 2224', 31: 'September 22, 2226', 48: 'May 14, 2225'}",5,5,set(),
33,"{3,4,5}",418,"Provide a chronological list of all dates when Levi Rodriguez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,chronological,"['July 25, 2224', 'May 28, 2225', 'June 14, 2225', 'May 11, 2226', 'December 26, 2226']","[50, 52, 51, 55, 15]","{15: 'December 26, 2226', 50: 'July 25, 2224', 51: 'June 14, 2225', 52: 'May 28, 2225', 55: 'May 11, 2226'}",5,5,set(),
33,"{3,4,5}",423,"Provide a chronological list of all dates when Mila Gonzalez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Times,chronological,"['March 23, 2224', 'June 14, 2225', 'February 27, 2226']","[21, 25, 9]","{9: 'February 27, 2226', 21: 'March 23, 2224', 25: 'June 14, 2225'}",3,3,set(),
