q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
6,2,954,"Reflect on all events involving Chloe Castillo. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Times,all,"{'September 22, 2226', 'May 11, 2226'}","{2, 12}","{2: 'September 22, 2226', 12: 'May 11, 2226'}",2,2,set(),
6,2,955,"Reflect on all events involving Ezra Edwards. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Times,all,"{'September 13, 2225', 'December 03, 2226'}","{24, 1}","{1: 'September 13, 2225', 24: 'December 03, 2226'}",2,2,set(),
6,2,956,"Reflect on all events involving Hazel Lewis. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Times,all,"{'February 27, 2226', 'September 03, 2226'}","{20, 44}","{20: 'September 03, 2226', 44: 'February 27, 2226'}",2,2,set(),
6,2,961,"Reflect on all events involving Lillian Mendoza. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Times,all,"{'November 13, 2226', 'September 13, 2225'}","{59, 35}","{35: 'November 13, 2226', 59: 'September 13, 2225'}",2,2,set(),
7,2,194,"Consider all events that Benjamin Green has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Spaces,all,"{'Europa Subsurface Laboratory', 'Hydra Cloud Facility'}","{14, 7}","{7: 'Europa Subsurface Laboratory', 14: 'Hydra Cloud Facility'}",2,2,set(),
7,2,197,"Consider all events that Chloe Castillo has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Spaces,all,"{'Triton Gas Colony', 'Mercury Twilight Observatory'}","{2, 12}","{2: 'Triton Gas Colony', 12: 'Mercury Twilight Observatory'}",2,2,set(),
7,2,198,"Consider all events that Ezra Edwards has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Spaces,all,"{'Titania Quantum Lab', ""Barnard's Star Propulsion Lab""}","{24, 1}","{1: ""Barnard's Star Propulsion Lab"", 24: 'Titania Quantum Lab'}",2,2,set(),
7,2,199,"Consider all events that Hazel Lewis has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Spaces,all,"{'Luna Copernicus Station', 'Luna Shackleton Crater Colony'}","{20, 44}","{20: 'Luna Copernicus Station', 44: 'Luna Shackleton Crater Colony'}",2,2,set(),
7,2,204,"Consider all events that Lillian Mendoza has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Spaces,all,"{'Phobos Military Base', 'Eris Research Post'}","{59, 35}","{35: 'Eris Research Post', 59: 'Phobos Military Base'}",2,2,set(),
31,2,1404,What is the most recent location where Benjamin Green was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Spaces,latest,['Hydra Cloud Facility'],[14],{14: 'Hydra Cloud Facility'},1,2,set(),
31,2,1407,What is the most recent location where Chloe Castillo was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Spaces,latest,['Triton Gas Colony'],[2],{2: 'Triton Gas Colony'},1,2,set(),
31,2,1408,What is the most recent location where Ezra Edwards was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Spaces,latest,['Titania Quantum Lab'],[24],{24: 'Titania Quantum Lab'},1,2,set(),
31,2,1409,What is the most recent location where Hazel Lewis was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Spaces,latest,['Luna Copernicus Station'],[20],{20: 'Luna Copernicus Station'},1,2,set(),
31,2,1414,What is the most recent location where Lillian Mendoza was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Spaces,latest,['Eris Research Post'],[35],{35: 'Eris Research Post'},1,2,set(),
33,2,427,"Provide a chronological list of all dates when Benjamin Green was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Times,chronological,"['February 27, 2226', 'April 09, 2226']","[7, 14]","{7: 'February 27, 2226', 14: 'April 09, 2226'}",2,2,set(),
33,2,430,"Provide a chronological list of all dates when Chloe Castillo was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Times,chronological,"['May 11, 2226', 'September 22, 2226']","[12, 2]","{2: 'September 22, 2226', 12: 'May 11, 2226'}",2,2,set(),
33,2,431,"Provide a chronological list of all dates when Ezra Edwards was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Times,chronological,"['September 13, 2225', 'December 03, 2226']","[1, 24]","{1: 'September 13, 2225', 24: 'December 03, 2226'}",2,2,set(),
33,2,432,"Provide a chronological list of all dates when Hazel Lewis was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Times,chronological,"['February 27, 2226', 'September 03, 2226']","[44, 20]","{20: 'September 03, 2226', 44: 'February 27, 2226'}",2,2,set(),
33,2,437,"Provide a chronological list of all dates when Lillian Mendoza was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Times,chronological,"['September 13, 2225', 'November 13, 2226']","[59, 35]","{35: 'November 13, 2226', 59: 'September 13, 2225'}",2,2,set(),
30,2,1382,What is the most recent date Benjamin Green was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Times,latest,"['April 09, 2226']",[14],"{14: 'April 09, 2226'}",1,2,set(),
30,2,1385,What is the most recent date Chloe Castillo was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Times,latest,"['September 22, 2226']",[2],"{2: 'September 22, 2226'}",1,2,set(),
30,2,1386,What is the most recent date Ezra Edwards was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Times,latest,"['December 03, 2226']",[24],"{24: 'December 03, 2226'}",1,2,set(),
30,2,1387,What is the most recent date Hazel Lewis was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Times,latest,"['September 03, 2226']",[20],"{20: 'September 03, 2226'}",1,2,set(),
30,2,1392,What is the most recent date Lillian Mendoza was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Times,latest,"['November 13, 2226']",[35],"{35: 'November 13, 2226'}",1,2,set(),
32,2,1426,What was Benjamin Green doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Event contents,latest,['cryo-pod integrity breach'],[14],{14: 'cryo-pod integrity breach'},1,2,set(),
32,2,1429,What was Chloe Castillo doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,latest,['fusion core breach'],[2],{2: 'fusion core breach'},1,2,set(),
32,2,1430,What was Ezra Edwards doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Event contents,latest,['plasma conduit rupture'],[24],{24: 'plasma conduit rupture'},1,2,set(),
32,2,1431,What was Hazel Lewis doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Event contents,latest,['communication array blackout'],[20],{20: 'communication array blackout'},1,2,set(),
32,2,1436,What was Lillian Mendoza doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Event contents,latest,['vacuum seal deterioration'],[35],{35: 'vacuum seal deterioration'},1,2,set(),
31,"{3,4,5}",1406,What is the most recent location where Carter Stewart was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Spaces,latest,['Luna Oceanus Trading Post'],[50],{50: 'Luna Oceanus Trading Post'},1,4,set(),
31,"{3,4,5}",1412,What is the most recent location where Julian Ross was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Spaces,latest,['Mercury Twilight Observatory'],[32],{32: 'Mercury Twilight Observatory'},1,5,set(),
31,"{3,4,5}",1413,What is the most recent location where Levi Rodriguez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,latest,['Triton Gas Colony'],[15],{15: 'Triton Gas Colony'},1,5,set(),
31,"{3,4,5}",1418,What is the most recent location where Mila Gonzalez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Spaces,latest,['Mars Valles Industrial Hub'],[9],{9: 'Mars Valles Industrial Hub'},1,4,set(),
31,"{3,4,5}",1419,What is the most recent location where Noah Williams was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Noah Williams}, *)",Spaces,latest,['Ross 128 Agricultural Station'],[27],{27: 'Ross 128 Agricultural Station'},1,3,set(),
30,"{3,4,5}",1384,What is the most recent date Carter Stewart was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Times,latest,"['September 22, 2226']",[50],"{50: 'September 22, 2226'}",1,4,set(),
30,"{3,4,5}",1390,What is the most recent date Julian Ross was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Times,latest,"['September 22, 2226']",[32],"{32: 'September 22, 2226'}",1,5,set(),
30,"{3,4,5}",1391,What is the most recent date Levi Rodriguez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,latest,"['December 26, 2226']",[15],"{15: 'December 26, 2226'}",1,5,set(),
30,"{3,4,5}",1396,What is the most recent date Mila Gonzalez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Times,latest,"['February 27, 2226']",[9],"{9: 'February 27, 2226'}",1,4,set(),
30,"{3,4,5}",1397,What is the most recent date Noah Williams was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Noah Williams}, *)",Times,latest,"['September 22, 2226']",[27],"{27: 'September 22, 2226'}",1,3,set(),
33,"{3,4,5}",429,"Provide a chronological list of all dates when Carter Stewart was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Times,chronological,"['October 27, 2224', 'September 13, 2225', 'January 03, 2226', 'September 22, 2226']","[31, 56, 30, 50]","{30: 'January 03, 2226', 31: 'October 27, 2224', 50: 'September 22, 2226', 56: 'September 13, 2225'}",4,4,set(),
33,"{3,4,5}",435,"Provide a chronological list of all dates when Julian Ross was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Times,chronological,"['May 31, 2224', 'October 27, 2224', 'May 14, 2225', 'February 27, 2226', 'September 22, 2226']","[6, 29, 51, 21, 32]","{6: 'May 31, 2224', 21: 'February 27, 2226', 29: 'October 27, 2224', 32: 'September 22, 2226', 51: 'May 14, 2225'}",5,5,set(),
33,"{3,4,5}",436,"Provide a chronological list of all dates when Levi Rodriguez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,chronological,"['July 25, 2224', 'May 28, 2225', 'June 14, 2225', 'May 11, 2226', 'December 26, 2226']","[53, 55, 54, 58, 15]","{15: 'December 26, 2226', 53: 'July 25, 2224', 54: 'June 14, 2225', 55: 'May 28, 2225', 58: 'May 11, 2226'}",5,5,set(),
33,"{3,4,5}",441,"Provide a chronological list of all dates when Mila Gonzalez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Times,chronological,"['March 23, 2224', 'June 14, 2225', 'January 03, 2226', 'February 27, 2226']","[22, 26, 18, 9]","{9: 'February 27, 2226', 18: 'January 03, 2226', 22: 'March 23, 2224', 26: 'June 14, 2225'}",4,4,set(),
33,"{3,4,5}",442,"Provide a chronological list of all dates when Noah Williams was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Times,chronological,"['June 14, 2225', 'September 13, 2225', 'September 22, 2226']","[60, 36, 27]","{27: 'September 22, 2226', 36: 'September 13, 2225', 60: 'June 14, 2225'}",3,3,set(),
32,"{3,4,5}",1428,What was Carter Stewart doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Event contents,latest,['atmospheric scrubber failure'],[50],{50: 'atmospheric scrubber failure'},1,4,set(),
32,"{3,4,5}",1434,What was Julian Ross doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Event contents,latest,['fusion core breach'],[32],{32: 'fusion core breach'},1,5,set(),
32,"{3,4,5}",1435,What was Levi Rodriguez doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,latest,['subspace antenna failure'],[15],{15: 'subspace antenna failure'},1,5,set(),
32,"{3,4,5}",1440,What was Mila Gonzalez doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Event contents,latest,['antimatter cascade'],[9],{9: 'antimatter cascade'},1,4,set(),
32,"{3,4,5}",1441,What was Noah Williams doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Noah Williams}, *)",Event contents,latest,['ion storm interference'],[27],{27: 'ion storm interference'},1,3,set(),
7,"{3,4,5}",196,"Consider all events that Carter Stewart has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Spaces,all,"{'Luna Oceanus Trading Post', 'Eridani Metallurgy Complex', 'Triton Gas Colony', 'Phobos Military Base'}","{56, 50, 30, 31}","{30: 'Phobos Military Base', 31: 'Eridani Metallurgy Complex', 50: 'Luna Oceanus Trading Post', 56: 'Triton Gas Colony'}",4,4,set(),
7,"{3,4,5}",202,"Consider all events that Julian Ross has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Spaces,all,"{'Mercury Twilight Observatory', 'Ross 128 Agricultural Station', 'Nereid Weather Station', 'Phobos Military Base', 'Triton Gas Colony'}","{32, 6, 51, 21, 29}","{6: 'Nereid Weather Station', 21: 'Ross 128 Agricultural Station', 29: 'Triton Gas Colony', 32: 'Mercury Twilight Observatory', 51: 'Phobos Military Base'}",5,5,set(),
7,"{3,4,5}",203,"Consider all events that Levi Rodriguez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,all,"{'Luna Shackleton Crater Colony', 'Triton Gas Colony', 'Naiad Oceanographic Center', 'Hydra Cloud Facility'}","{15, 53, 54, 55, 58}","{15: 'Triton Gas Colony', 53: 'Hydra Cloud Facility', 54: 'Luna Shackleton Crater Colony', 55: 'Hydra Cloud Facility', 58: 'Naiad Oceanographic Center'}",4,5,set(),
7,"{3,4,5}",208,"Consider all events that Mila Gonzalez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Spaces,all,"{'Europa Subsurface Laboratory', 'Neptune Storm Harvester', 'Mars Valles Industrial Hub', 'Sedna Long Range Observatory'}","{9, 18, 26, 22}","{9: 'Mars Valles Industrial Hub', 18: 'Neptune Storm Harvester', 22: 'Europa Subsurface Laboratory', 26: 'Sedna Long Range Observatory'}",4,4,set(),
7,"{3,4,5}",209,"Consider all events that Noah Williams has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Spaces,all,"{'Naiad Oceanographic Center', 'Ross 128 Agricultural Station', 'Nereid Weather Station'}","{27, 36, 60}","{27: 'Ross 128 Agricultural Station', 36: 'Nereid Weather Station', 60: 'Naiad Oceanographic Center'}",3,3,set(),
8,"{3,4,5}",1109,"Think about Carter Stewart's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Event contents,all,"{'atmospheric scrubber failure', 'digital afterlife server shutdown', 'antimatter cascade', 'tachyon field surge'}","{56, 50, 30, 31}","{30: 'antimatter cascade', 31: 'tachyon field surge', 50: 'atmospheric scrubber failure', 56: 'digital afterlife server shutdown'}",4,4,set(),
8,"{3,4,5}",1115,"Think about Julian Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Event contents,all,"{'plasma conduit rupture', 'matter synthesizer overload', 'fusion core breach', 'cryo-pod integrity breach'}","{32, 6, 51, 21, 29}","{6: 'cryo-pod integrity breach', 21: 'cryo-pod integrity breach', 29: 'matter synthesizer overload', 32: 'fusion core breach', 51: 'plasma conduit rupture'}",4,5,set(),
8,"{3,4,5}",1116,"Think about Levi Rodriguez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,all,"{'atmospheric scrubber failure', 'cryo-pod integrity breach', 'subspace antenna failure', 'inertial dampener malfunction'}","{15, 53, 54, 55, 58}","{15: 'subspace antenna failure', 53: 'cryo-pod integrity breach', 54: 'inertial dampener malfunction', 55: 'atmospheric scrubber failure', 58: 'inertial dampener malfunction'}",4,5,set(),
8,"{3,4,5}",1121,"Think about Mila Gonzalez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Event contents,all,"{'crystalline matrix shatter', 'hyperspace beacon failure', 'antimatter cascade'}","{9, 18, 26, 22}","{9: 'antimatter cascade', 18: 'antimatter cascade', 22: 'hyperspace beacon failure', 26: 'crystalline matrix shatter'}",3,4,set(),
8,"{3,4,5}",1122,"Think about Noah Williams's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Event contents,all,"{'crystalline matrix shatter', 'antimatter cascade', 'ion storm interference'}","{27, 36, 60}","{27: 'ion storm interference', 36: 'antimatter cascade', 60: 'crystalline matrix shatter'}",3,3,set(),
6,"{3,4,5}",953,"Reflect on all events involving Carter Stewart. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Times,all,"{'October 27, 2224', 'January 03, 2226', 'September 22, 2226', 'September 13, 2225'}","{56, 50, 30, 31}","{30: 'January 03, 2226', 31: 'October 27, 2224', 50: 'September 22, 2226', 56: 'September 13, 2225'}",4,4,set(),
6,"{3,4,5}",959,"Reflect on all events involving Julian Ross. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Times,all,"{'September 22, 2226', 'May 14, 2225', 'February 27, 2226', 'October 27, 2224', 'May 31, 2224'}","{32, 6, 51, 21, 29}","{6: 'May 31, 2224', 21: 'February 27, 2226', 29: 'October 27, 2224', 32: 'September 22, 2226', 51: 'May 14, 2225'}",5,5,set(),
6,"{3,4,5}",960,"Reflect on all events involving Levi Rodriguez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,all,"{'May 28, 2225', 'June 14, 2225', 'July 25, 2224', 'May 11, 2226', 'December 26, 2226'}","{15, 53, 54, 55, 58}","{15: 'December 26, 2226', 53: 'July 25, 2224', 54: 'June 14, 2225', 55: 'May 28, 2225', 58: 'May 11, 2226'}",5,5,set(),
6,"{3,4,5}",965,"Reflect on all events involving Mila Gonzalez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Times,all,"{'March 23, 2224', 'February 27, 2226', 'January 03, 2226', 'June 14, 2225'}","{9, 18, 26, 22}","{9: 'February 27, 2226', 18: 'January 03, 2226', 22: 'March 23, 2224', 26: 'June 14, 2225'}",4,4,set(),
6,"{3,4,5}",966,"Reflect on all events involving Noah Williams. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Times,all,"{'September 22, 2226', 'September 13, 2225', 'June 14, 2225'}","{27, 36, 60}","{27: 'September 22, 2226', 36: 'September 13, 2225', 60: 'June 14, 2225'}",3,3,set(),
35,"{3,4,5}",385,"Enumerate all activities that Carter Stewart has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Event contents,chronological,"['tachyon field surge', 'digital afterlife server shutdown', 'antimatter cascade', 'atmospheric scrubber failure']","[31, 56, 30, 50]","{30: 'antimatter cascade', 31: 'tachyon field surge', 50: 'atmospheric scrubber failure', 56: 'digital afterlife server shutdown'}",4,4,set(),
35,"{3,4,5}",391,"Enumerate all activities that Julian Ross has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Event contents,chronological,"['cryo-pod integrity breach', 'matter synthesizer overload', 'plasma conduit rupture', 'cryo-pod integrity breach', 'fusion core breach']","[6, 29, 51, 21, 32]","{6: 'cryo-pod integrity breach', 21: 'cryo-pod integrity breach', 29: 'matter synthesizer overload', 32: 'fusion core breach', 51: 'plasma conduit rupture'}",5,5,set(),
35,"{3,4,5}",392,"Enumerate all activities that Levi Rodriguez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,chronological,"['cryo-pod integrity breach', 'atmospheric scrubber failure', 'inertial dampener malfunction', 'inertial dampener malfunction', 'subspace antenna failure']","[53, 55, 54, 58, 15]","{15: 'subspace antenna failure', 53: 'cryo-pod integrity breach', 54: 'inertial dampener malfunction', 55: 'atmospheric scrubber failure', 58: 'inertial dampener malfunction'}",5,5,set(),
35,"{3,4,5}",397,"Enumerate all activities that Mila Gonzalez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Event contents,chronological,"['hyperspace beacon failure', 'crystalline matrix shatter', 'antimatter cascade', 'antimatter cascade']","[22, 26, 18, 9]","{9: 'antimatter cascade', 18: 'antimatter cascade', 22: 'hyperspace beacon failure', 26: 'crystalline matrix shatter'}",4,4,set(),
35,"{3,4,5}",398,"Enumerate all activities that Noah Williams has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Event contents,chronological,"['crystalline matrix shatter', 'antimatter cascade', 'ion storm interference']","[60, 36, 27]","{27: 'ion storm interference', 36: 'antimatter cascade', 60: 'crystalline matrix shatter'}",3,3,set(),
34,"{3,4,5}",407,List all locations visited by Carter Stewart in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Spaces,chronological,"['Eridani Metallurgy Complex', 'Triton Gas Colony', 'Phobos Military Base', 'Luna Oceanus Trading Post']","[31, 56, 30, 50]","{30: 'Phobos Military Base', 31: 'Eridani Metallurgy Complex', 50: 'Luna Oceanus Trading Post', 56: 'Triton Gas Colony'}",4,4,set(),
34,"{3,4,5}",413,List all locations visited by Julian Ross in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Spaces,chronological,"['Nereid Weather Station', 'Triton Gas Colony', 'Phobos Military Base', 'Ross 128 Agricultural Station', 'Mercury Twilight Observatory']","[6, 29, 51, 21, 32]","{6: 'Nereid Weather Station', 21: 'Ross 128 Agricultural Station', 29: 'Triton Gas Colony', 32: 'Mercury Twilight Observatory', 51: 'Phobos Military Base'}",5,5,set(),
34,"{3,4,5}",414,List all locations visited by Levi Rodriguez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,chronological,"['Hydra Cloud Facility', 'Hydra Cloud Facility', 'Luna Shackleton Crater Colony', 'Naiad Oceanographic Center', 'Triton Gas Colony']","[53, 55, 54, 58, 15]","{15: 'Triton Gas Colony', 53: 'Hydra Cloud Facility', 54: 'Luna Shackleton Crater Colony', 55: 'Hydra Cloud Facility', 58: 'Naiad Oceanographic Center'}",5,5,set(),
34,"{3,4,5}",419,List all locations visited by Mila Gonzalez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Spaces,chronological,"['Europa Subsurface Laboratory', 'Sedna Long Range Observatory', 'Neptune Storm Harvester', 'Mars Valles Industrial Hub']","[22, 26, 18, 9]","{9: 'Mars Valles Industrial Hub', 18: 'Neptune Storm Harvester', 22: 'Europa Subsurface Laboratory', 26: 'Sedna Long Range Observatory'}",4,4,set(),
34,"{3,4,5}",420,List all locations visited by Noah Williams in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Noah Williams}, *)",Spaces,chronological,"['Naiad Oceanographic Center', 'Nereid Weather Station', 'Ross 128 Agricultural Station']","[60, 36, 27]","{27: 'Ross 128 Agricultural Station', 36: 'Nereid Weather Station', 60: 'Naiad Oceanographic Center'}",3,3,set(),
32,0,2688,What was Charles Castillo doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Event contents,latest,set(),set(),{},0,0,{'entity'},False
32,0,2689,What was Daniel Hall doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Event contents,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
32,0,2690,What was Daniel Lopez doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Event contents,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
32,0,2691,What was Ella Ross doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Ella Ross}, *)",Event contents,latest,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
32,0,2692,What was Ellie Garcia doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Event contents,latest,set(),set(),{},0,0,{'entity'},False
31,0,2668,What is the most recent location where Charles Castillo was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Spaces,latest,set(),set(),{},0,0,{'entity'},False
31,0,2669,What is the most recent location where Daniel Hall was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Spaces,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
31,0,2670,What is the most recent location where Daniel Lopez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Spaces,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
31,0,2671,What is the most recent location where Ella Ross was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Ella Ross}, *)",Spaces,latest,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
31,0,2672,What is the most recent location where Ellie Garcia was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Spaces,latest,set(),set(),{},0,0,{'entity'},False
7,0,1610,"Consider all events that Charles Castillo has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Spaces,all,set(),set(),{},0,0,{'entity'},False
7,0,1611,"Consider all events that Daniel Hall has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
