q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx
15,0,2404,"Reflect on what Noah Williams experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,65
15,0,2387,"Reflect on what Jaxon Howard experienced on August 12, 2225. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2225}, *, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,66
20,1,585,"Recall all events related to vacuum seal deterioration that occurred at Dyson Swarm Control. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Dyson Swarm Control}, *, {vacuum seal deterioration})",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,67
14,0,1675,"Consider the events involving Jaxon Howard on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 12, 2225}, *, {Jaxon Howard}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,68
25,0,2593,"Think about the events related to tachyon field surge that occurred at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Hydra Cloud Facility}, *, {tachyon field surge})",Entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,69
2,"{3,4,5}",901,"Reflect on June 14, 2225. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({June 14, 2225}, *, *, *)",Event contents,all,"{'crystalline matrix shatter', 'cryo-pod integrity breach', 'air filter contamination', 'inertial dampener malfunction'}","{45, 17, 54, 26, 60}","{17: 'cryo-pod integrity breach', 26: 'crystalline matrix shatter', 45: 'air filter contamination', 54: 'inertial dampener malfunction', 60: 'crystalline matrix shatter'}",4,5,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,70
12,1,1371,"Think about what happened at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Sedna Long Range Observatory}, *, *)",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,71
27,1,83,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Consider all events involving both Ezra Edwards and digital afterlife server shutdown at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.
B) Think about Zoe Brown's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.
Return two lists: only_in_A and only_in_B.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, {digital afterlife server shutdown})",story_diff::set_difference,all,"{""only_in_A"": [""September 13, 2225""], ""only_in_B"": [""cryo-pod integrity breach"", ""navigation computer blackout"", ""subspace antenna failure"", ""vacuum seal deterioration""]}",,"{""only_in_A"": [""September 13, 2225""], ""only_in_B"": [""cryo-pod integrity breach"", ""navigation computer blackout"", ""subspace antenna failure"", ""vacuum seal deterioration""]}",1,1,set(),,Spot the Differences,Story-grounded set difference,t,s|ent|c,True,story_synthetic,True,spot_the_differences,Compared q_idx 27 vs 8,72
23,1,997,"Reflect on the experiences of Brooklyn Ross related to matter synthesizer overload. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {matter synthesizer overload})",Spaces,all,{'Mercury Twilight Observatory'},{42},{42: 'Mercury Twilight Observatory'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,73
20,0,1941,"Recall all events related to psionic field collapse that occurred at Ariel Biotech Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Ariel Biotech Complex}, *, {psionic field collapse})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,74
27,0,1572,"Consider all events involving both Noah Williams and atmospheric scrubber failure at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Noah Williams}, {atmospheric scrubber failure})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,75
8,6+,1127,"Think about Zoe Brown's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Event contents,all,"{'navigation computer blackout', 'vacuum seal deterioration', 'cryo-pod integrity breach', 'subspace antenna failure'}","{4, 41, 16, 17, 49, 57, 28}","{4: 'vacuum seal deterioration', 16: 'cryo-pod integrity breach', 17: 'cryo-pod integrity breach', 28: 'subspace antenna failure', 41: 'cryo-pod integrity breach', 49: 'subspace antenna failure', 57: 'navigation computer blackout'}",4,7,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True,original,False,,,76
22,0,1497,"Consider all events involving both Brooklyn Ross and cryo-pod integrity breach. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {cryo-pod integrity breach})",Times,all,set(),set(),{},0,0,"{'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,77
21,0,2472,"Think about the events involving cosmic intelligence contact at Cygnus Rift Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Cygnus Rift Complex}, *, {cosmic intelligence contact})",Entities,all,set(),set(),{},0,0,"{'content', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,78
20,0,1908,"Recall all events related to cosmic intelligence contact that occurred at Cygnus Rift Complex. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Cygnus Rift Complex}, *, {cosmic intelligence contact})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,79
26,0,1751,"Consider the events involving both Scarlett Thomas and air filter contamination on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2225}, *, {Scarlett Thomas}, {air filter contamination})",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,80
16,2,614,"Story recall-and-edit: Start from the answer to this story query: ""Recall the events related to antimatter cascade that occurred on January 03, 2226. List all the locations where these events took place, without describing the events themselves."". Remove ""Neptune Storm Harvester"" from that answer. Return only the remaining items.","(t, *, *, c)","({January 03, 2226}, *, *, {antimatter cascade})",story_edit::remove_one,all,{'Phobos Military Base'},,{'remaining_items': ['Phobos Military Base']},2,2,set(),,Recall and Edit,Story-grounded remove-one edit,s|ent,t|c,True,story_synthetic,True,recall_and_edit,Removed item: Neptune Storm Harvester,81
23,1,996,"Reflect on the experiences of Benjamin Green related to cryo-pod integrity breach. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Benjamin Green}, {cryo-pod integrity breach})",Spaces,all,{'Hydra Cloud Facility'},{14},{14: 'Hydra Cloud Facility'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,82
17,0,2532,"Think about the events involving tachyon field surge on April 09, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2226}, *, *, {tachyon field surge})",Entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,83
29,1,482,"Provide a comprehensive account of what happened involving Lily Nguyen and fusion core breach at Sedna Long Range Observatory on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, {fusion core breach})",Full event details,all,{'Full chapter 23'},{23},{23: ['Full chapter 23']},1,1,set(),,Composite,Story full event details,,t|s|ent|c,True,original,False,,,84
9,1,524,"Recall all events related to communication array blackout. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {communication array blackout})",Times,all,"{'September 03, 2226'}",{20},"{20: 'September 03, 2226'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,85
7,1,205,"Consider all events that Lily Nguyen has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Spaces,all,{'Sedna Long Range Observatory'},{23},{23: 'Sedna Long Range Observatory'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True,original,False,,,86
4,0,1758,"Consider the location Gliese 581 Trading Post. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Gliese 581 Trading Post}, *, *)",Entities,all,set(),set(),{},0,0,{'location'},False,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,87
28,0,2203,"Recall what happened involving Scarlett Thomas and air filter contamination at Teegarden's Star Base on August 12, 2225 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2225}, {Teegarden's Star Base}, {Scarlett Thomas}, {air filter contamination})",Other entities,all,set(),set(),{},0,0,{'date'},False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,88
1,1,220,"Consider all events that happened on January 26, 2225. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({January 26, 2225}, *, *, *)",Entities,all,{'Zoe Brown'},{41},{41: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,89
27,1,173,"Consider all events involving both Zoe Brown and vacuum seal deterioration at Dyson Swarm Control. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Dyson Swarm Control}, {Zoe Brown}, {vacuum seal deterioration})",Times,all,"{'May 07, 2224'}",{4},"{4: 'May 07, 2224'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,90
17,0,2449,"Think about the events involving air filter contamination on August 12, 2225. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({August 12, 2225}, *, *, {air filter contamination})",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,91
0,2,592,"Story spot-the-difference: Compare the answers to these two story queries and list differences.
A) Recall all the events that occurred on January 03, 2226. Without describing the events, list all the unique locations where these events took place.
B) Recall the key events that occurred at Hydra Cloud Facility on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.
Return two lists: only_in_A and only_in_B.","(t, *, *, *)","({January 03, 2226}, *, *, *)",story_diff::set_difference,all,"{""only_in_A"": [""Neptune Storm Harvester"", ""Phobos Military Base""], ""only_in_B"": [""cryo-pod integrity breach""]}",,"{""only_in_A"": [""Neptune Storm Harvester"", ""Phobos Military Base""], ""only_in_B"": [""cryo-pod integrity breach""]}",2,2,set(),,Spot the Differences,Story-grounded set difference,s|ent|c,t,True,story_synthetic,True,spot_the_differences,Compared q_idx 0 vs 13,92
24,0,2109,"Recall what happened involving Carter Stewart at Triton Gas Colony on August 27, 2224. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 27, 2224}, {Triton Gas Colony}, {Carter Stewart}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,93
33,1,438,"Provide a chronological list of all dates when Lily Nguyen was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Lily Nguyen}, *)",Times,chronological,"['April 09, 2226']",[23],"{23: 'April 09, 2226'}",1,1,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,94
27,1,102,"Consider all events involving both Henry Reed and navigation computer blackout at Eridani Metallurgy Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Eridani Metallurgy Complex}, {Henry Reed}, {navigation computer blackout})",Times,all,"{'September 22, 2226'}",{3},"{3: 'September 22, 2226'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,95
21,2,1165,"Think about the events involving artificial atmosphere toxicity at Europa Subsurface Laboratory. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Europa Subsurface Laboratory}, *, {artificial atmosphere toxicity})",Entities,all,"{'Henry Reed', 'Benjamin Green'}","{11, 7}","{7: 'Benjamin Green', 11: 'Henry Reed'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,96
22,0,1503,"Consider all events involving both Carter Stewart and cosmic intelligence contact. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Carter Stewart}, {cosmic intelligence contact})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,97
25,0,2598,"Think about the events related to wormhole destabilization that occurred at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Sedna Long Range Observatory}, *, {wormhole destabilization})",Entities,all,set(),set(),{},0,0,{'content'},False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,98
9,6+,533,"Recall all events related to cryo-pod integrity breach. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {cryo-pod integrity breach})",Times,all,"{'July 25, 2224', 'June 14, 2225', 'May 31, 2224', 'March 23, 2224', 'February 27, 2226', 'November 13, 2226', 'April 09, 2226', 'January 26, 2225'}","{6, 38, 41, 14, 16, 17, 52, 21, 53}","{6: 'May 31, 2224', 14: 'April 09, 2226', 16: 'March 23, 2224', 17: 'June 14, 2225', 21: 'February 27, 2226', 38: 'March 23, 2224', 41: 'January 26, 2225', 52: 'November 13, 2226', 53: 'July 25, 2224'}",8,9,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,99
9,0,1907,"Recall all events related to chronal energy spike. Provide a list of all dates when these events occurred, without describing the events.","(*, *, *, c)","(*, *, *, {chronal energy spike})",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,100
23,0,2321,"Reflect on the experiences of Carter Stewart related to cosmic intelligence contact. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Carter Stewart}, {cosmic intelligence contact})",Spaces,all,set(),set(),{},0,0,"{'content', 'location'}",False,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,101
5,0,2079,"Recall the various events that have taken place at Dione Ice Processing Facility. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Dione Ice Processing Facility}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True,original,False,,,102
16,2,631,"Recall the events related to crystalline matrix shatter that occurred on June 14, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({June 14, 2225}, *, *, {crystalline matrix shatter})",Spaces,all,"{'Sedna Long Range Observatory', 'Naiad Oceanographic Center'}","{26, 60}","{26: 'Sedna Long Range Observatory', 60: 'Naiad Oceanographic Center'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,103
24,0,2152,"Recall what happened involving Jaxon Howard at Makemake Station on August 12, 2225. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2225}, {Makemake Station}, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,104
0,0,1960,"Recall all the events that occurred on August 27, 2224. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({August 27, 2224}, *, *, *)",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,105
13,1,719,"Recall the key events that occurred at Titania Quantum Lab on December 03, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2226}, {Titania Quantum Lab}, *, *)",Event contents,all,{'plasma conduit rupture'},{24},{24: 'plasma conduit rupture'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,106
23,0,2319,"Reflect on the experiences of Brooklyn Ross related to cryo-pod integrity breach. List all the unique locations where these events took place, without mentioning the events themselves.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {cryo-pod integrity breach})",Spaces,all,set(),set(),{},0,0,"{'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,107
24,1,770,"Recall what happened involving Ezra Edwards at Titania Quantum Lab on December 03, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 03, 2226}, {Titania Quantum Lab}, {Ezra Edwards}, *)",Event contents,all,{'plasma conduit rupture'},{24},{24: 'plasma conduit rupture'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,108
21,0,2468,"Think about the events involving childhood memory trade scandal at Dione Ice Processing Facility. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Dione Ice Processing Facility}, *, {childhood memory trade scandal})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,109
25,0,2544,"Think about the events related to air filter contamination that occurred at Teegarden's Star Base on August 12, 2225. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2225}, {Teegarden's Star Base}, *, {air filter contamination})",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,110
22,0,1495,"Consider all events involving both Brooklyn Ross and artificial atmosphere toxicity. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {artificial atmosphere toxicity})",Times,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,t|s,ent|c,True,original,False,,,111
26,0,1738,"Consider the events involving both Lily Nguyen and wormhole destabilization on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Lily Nguyen}, {wormhole destabilization})",Spaces,all,set(),set(),{},0,0,{'content'},False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,112
27,0,1502,"Consider all events involving both Carter Stewart and cosmic intelligence contact at Cygnus Rift Complex. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Cygnus Rift Complex}, {Carter Stewart}, {cosmic intelligence contact})",Times,all,set(),set(),{},0,0,"{'content', 'location'}",False,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,113
21,0,2503,"Think about the events involving magnetospheric resonance breach at Barnard's Star Propulsion Lab. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Barnard's Star Propulsion Lab}, *, {magnetospheric resonance breach})",Entities,all,set(),set(),{},0,0,"{'content', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,114
24,1,850,"Recall what happened involving Scarlett Thomas at Mercury Twilight Observatory on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Mercury Twilight Observatory}, {Scarlett Thomas}, *)",Event contents,all,{'subspace antenna failure'},{46},{46: 'subspace antenna failure'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,115
13,0,2032,"Recall the key events that occurred at Eridani Metallurgy Complex on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Eridani Metallurgy Complex}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,116
31,1,1416,What is the most recent location where Logan Diaz was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Logan Diaz}, *)",Spaces,latest,['Mercury Twilight Observatory'],[5],{5: 'Mercury Twilight Observatory'},1,1,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True,original,False,,,117
10,2,62,"Consider all events involving atmospheric scrubber failure. List all the locations where these events took place, without mentioning the events themselves.","(*, *, *, c)","(*, *, *, {atmospheric scrubber failure})",Spaces,all,"{'Luna Oceanus Trading Post', 'Hydra Cloud Facility'}","{50, 55}","{50: 'Luna Oceanus Trading Post', 55: 'Hydra Cloud Facility'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|ent,c,True,original,False,,,118
26,1,310,"Consider the events involving both Ezra Edwards and plasma conduit rupture on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 03, 2226}, *, {Ezra Edwards}, {plasma conduit rupture})",Spaces,all,{'Titania Quantum Lab'},{24},{24: 'Titania Quantum Lab'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,119
14,0,1697,"Consider the events involving Scarlett Thomas on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 12, 2225}, *, {Scarlett Thomas}, *)",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,120
16,1,618,"Recall the events related to artificial atmosphere toxicity that occurred on February 27, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({February 27, 2226}, *, *, {artificial atmosphere toxicity})",Spaces,all,{'Europa Subsurface Laboratory'},{7},{7: 'Europa Subsurface Laboratory'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent,t|c,True,original,False,,,121
24,1,863,"Recall what happened involving Zoe Brown at Europa Subsurface Laboratory on December 26, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, {Zoe Brown}, *)",Event contents,all,{'subspace antenna failure'},{49},{49: 'subspace antenna failure'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True,original,False,,,122
19,1,943,"Reflect on Zoe Brown's experiences at Barnard's Star Propulsion Lab. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, *)",Event contents,all,{'navigation computer blackout'},{57},{57: 'navigation computer blackout'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True,original,False,,,123
34,0,1795,List all locations visited by Daniel Lopez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True,original,False,,,124
4,"{3,4,5}",361,"Story recall-and-edit: Start from the answer to this story query: ""Consider the location Eridani Metallurgy Complex. List all protagonists that have been involved in any events at this location, without mentioning the events themselves."". Remove ""Carter Stewart"" from that answer. Return only the remaining items.","(*, s, *, *)","(*, {Eridani Metallurgy Complex}, *, *)",story_edit::remove_one,all,"{'Henry Reed', 'Zoe Brown'}",,"{'remaining_items': ['Henry Reed', 'Zoe Brown']}",3,3,set(),,Recall and Edit,Story-grounded remove-one edit,t|ent|c,s,True,story_synthetic,True,recall_and_edit,Removed item: Carter Stewart,125
12,1,1328,"Think about what happened at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, *, *)",Entities,all,{'Zoe Brown'},{49},{49: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True,original,False,,,126
21,1,1235,"Think about the events involving navigation computer blackout at Eridani Metallurgy Complex. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Eridani Metallurgy Complex}, *, {navigation computer blackout})",Entities,all,{'Henry Reed'},{3},{3: 'Henry Reed'},1,1,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True,original,False,,,127
28,1,857,"Recall what happened involving Zoe Brown and subspace antenna failure at Europa Subsurface Laboratory on December 26, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({December 26, 2226}, {Europa Subsurface Laboratory}, {Zoe Brown}, {subspace antenna failure})",Other entities,all,set(),{49},{49: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,128
26,1,330,"Consider the events involving both Levi Rodriguez and subspace antenna failure on December 26, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 26, 2226}, *, {Levi Rodriguez}, {subspace antenna failure})",Spaces,all,{'Triton Gas Colony'},{15},{15: 'Triton Gas Colony'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True,original,False,,,129
25,1,1292,"Think about the events related to fusion core breach that occurred at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Sedna Long Range Observatory}, *, {fusion core breach})",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True,original,False,,,130
2,1,914,"Reflect on May 07, 2224. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({May 07, 2224}, *, *, *)",Event contents,all,{'vacuum seal deterioration'},{4},{4: 'vacuum seal deterioration'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True,original,False,,,131
28,0,2114,"Recall what happened involving Chloe Castillo and tachyon field surge at Hydra Cloud Facility on April 09, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2226}, {Hydra Cloud Facility}, {Chloe Castillo}, {tachyon field surge})",Other entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True,original,False,,,132
15,1,1056,"Reflect on what Ezra Edwards experienced on December 03, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 03, 2226}, *, {Ezra Edwards}, *)",Event contents,all,{'plasma conduit rupture'},{24},{24: 'plasma conduit rupture'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True,original,False,,,133
