q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known
35,2,386,"Enumerate all activities that Chloe Castillo has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,chronological,"['vote counting disruption', 'residential tower fire']","[12, 2]","{2: 'residential tower fire', 12: 'vote counting disruption'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,2,387,"Enumerate all activities that Ezra Edwards has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Event contents,chronological,"['vote counting disruption', 'flash flood emergency']","[1, 24]","{1: 'vote counting disruption', 24: 'flash flood emergency'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,2,388,"Enumerate all activities that Hazel Lewis has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Event contents,chronological,"['residential tower fire', 'air quality emergency']","[44, 20]","{20: 'air quality emergency', 44: 'residential tower fire'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,2,393,"Enumerate all activities that Lillian Mendoza has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Event contents,chronological,"['residential tower fire', 'produce contamination outbreak']","[59, 35]","{35: 'produce contamination outbreak', 59: 'residential tower fire'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,2,427,"Provide a chronological list of all dates when Benjamin Green was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Times,chronological,"['February 27, 2026', 'April 09, 2026']","[7, 14]","{7: 'February 27, 2026', 14: 'April 09, 2026'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,2,430,"Provide a chronological list of all dates when Chloe Castillo was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Times,chronological,"['May 11, 2026', 'September 22, 2026']","[12, 2]","{2: 'September 22, 2026', 12: 'May 11, 2026'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,2,431,"Provide a chronological list of all dates when Ezra Edwards was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Times,chronological,"['September 13, 2025', 'December 03, 2026']","[1, 24]","{1: 'September 13, 2025', 24: 'December 03, 2026'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,2,432,"Provide a chronological list of all dates when Hazel Lewis was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Times,chronological,"['February 27, 2026', 'September 03, 2026']","[44, 20]","{20: 'September 03, 2026', 44: 'February 27, 2026'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,2,437,"Provide a chronological list of all dates when Lillian Mendoza was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Times,chronological,"['September 13, 2025', 'November 13, 2026']","[59, 35]","{35: 'November 13, 2026', 59: 'September 13, 2025'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
8,2,1107,"Think about Benjamin Green's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Event contents,all,"{'volcanic eruption', 'sinkhole emergence'}","{14, 7}","{7: 'sinkhole emergence', 14: 'volcanic eruption'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,2,1110,"Think about Chloe Castillo's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Event contents,all,"{'vote counting disruption', 'residential tower fire'}","{2, 12}","{2: 'residential tower fire', 12: 'vote counting disruption'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,2,1111,"Think about Ezra Edwards's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Event contents,all,"{'flash flood emergency', 'vote counting disruption'}","{24, 1}","{1: 'vote counting disruption', 24: 'flash flood emergency'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,2,1112,"Think about Hazel Lewis's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Event contents,all,"{'air quality emergency', 'residential tower fire'}","{20, 44}","{20: 'air quality emergency', 44: 'residential tower fire'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,2,1117,"Think about Lillian Mendoza's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Event contents,all,"{'produce contamination outbreak', 'residential tower fire'}","{59, 35}","{35: 'produce contamination outbreak', 59: 'residential tower fire'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,2,194,"Consider all events that Benjamin Green has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Spaces,all,"{'Luzon Region', 'Nairobi County'}","{14, 7}","{7: 'Luzon Region', 14: 'Nairobi County'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,2,197,"Consider all events that Chloe Castillo has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Spaces,all,"{'Greater Mumbai', 'Vermont'}","{2, 12}","{2: 'Vermont', 12: 'Greater Mumbai'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,2,198,"Consider all events that Ezra Edwards has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Spaces,all,"{'Ontario', 'Split-Dalmatia County'}","{24, 1}","{1: 'Split-Dalmatia County', 24: 'Ontario'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,2,199,"Consider all events that Hazel Lewis has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Spaces,all,"{'West Bengal', 'Rajasthan'}","{20, 44}","{20: 'West Bengal', 44: 'Rajasthan'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,2,204,"Consider all events that Lillian Mendoza has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Spaces,all,"{'Buenos Aires Province', 'Bagmati Province'}","{59, 35}","{35: 'Bagmati Province', 59: 'Buenos Aires Province'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
34,2,405,List all locations visited by Benjamin Green in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Benjamin Green}, *)",Spaces,chronological,"['Luzon Region', 'Nairobi County']","[7, 14]","{7: 'Luzon Region', 14: 'Nairobi County'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,2,408,List all locations visited by Chloe Castillo in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Chloe Castillo}, *)",Spaces,chronological,"['Greater Mumbai', 'Vermont']","[12, 2]","{2: 'Vermont', 12: 'Greater Mumbai'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,2,409,List all locations visited by Ezra Edwards in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Ezra Edwards}, *)",Spaces,chronological,"['Split-Dalmatia County', 'Ontario']","[1, 24]","{1: 'Split-Dalmatia County', 24: 'Ontario'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,2,410,List all locations visited by Hazel Lewis in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Hazel Lewis}, *)",Spaces,chronological,"['Rajasthan', 'West Bengal']","[44, 20]","{20: 'West Bengal', 44: 'Rajasthan'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,2,415,List all locations visited by Lillian Mendoza in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Lillian Mendoza}, *)",Spaces,chronological,"['Buenos Aires Province', 'Bagmati Province']","[59, 35]","{35: 'Bagmati Province', 59: 'Buenos Aires Province'}",2,2,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
6,"{3,4,5}",953,"Reflect on all events involving Carter Stewart. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Times,all,"{'January 03, 2026', 'September 13, 2025', 'September 22, 2026', 'October 27, 2024'}","{56, 50, 30, 31}","{30: 'January 03, 2026', 31: 'October 27, 2024', 50: 'September 22, 2026', 56: 'September 13, 2025'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,"{3,4,5}",959,"Reflect on all events involving Julian Ross. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Times,all,"{'May 14, 2025', 'September 22, 2026', 'May 31, 2024', 'October 27, 2024', 'February 27, 2026'}","{32, 6, 51, 21, 29}","{6: 'May 31, 2024', 21: 'February 27, 2026', 29: 'October 27, 2024', 32: 'September 22, 2026', 51: 'May 14, 2025'}",5,5,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,"{3,4,5}",960,"Reflect on all events involving Levi Rodriguez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,all,"{'June 14, 2025', 'December 26, 2026', 'May 28, 2025', 'May 11, 2026', 'July 25, 2024'}","{15, 53, 54, 55, 58}","{15: 'December 26, 2026', 53: 'July 25, 2024', 54: 'June 14, 2025', 55: 'May 28, 2025', 58: 'May 11, 2026'}",5,5,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,"{3,4,5}",965,"Reflect on all events involving Mila Gonzalez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Times,all,"{'January 03, 2026', 'March 23, 2024', 'June 14, 2025', 'February 27, 2026'}","{9, 18, 26, 22}","{9: 'February 27, 2026', 18: 'January 03, 2026', 22: 'March 23, 2024', 26: 'June 14, 2025'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,"{3,4,5}",966,"Reflect on all events involving Noah Williams. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Times,all,"{'September 13, 2025', 'September 22, 2026', 'June 14, 2025'}","{27, 36, 60}","{27: 'September 22, 2026', 36: 'September 13, 2025', 60: 'June 14, 2025'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
32,"{3,4,5}",1428,What was Carter Stewart doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Event contents,latest,['magnitude 9.0 earthquake'],[50],{50: 'magnitude 9.0 earthquake'},1,4,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,"{3,4,5}",1434,What was Julian Ross doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Event contents,latest,['residential tower fire'],[32],{32: 'residential tower fire'},1,5,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,"{3,4,5}",1435,What was Levi Rodriguez doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,latest,['factory explosion'],[15],{15: 'factory explosion'},1,5,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,"{3,4,5}",1440,What was Mila Gonzalez doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Event contents,latest,['bridge collapse'],[9],{9: 'bridge collapse'},1,4,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,"{3,4,5}",1441,What was Noah Williams doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Noah Williams}, *)",Event contents,latest,['zoo animal escape'],[27],{27: 'zoo animal escape'},1,3,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,"{3,4,5}",1384,What is the most recent date Carter Stewart was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Times,latest,"['September 22, 2026']",[50],"{50: 'September 22, 2026'}",1,4,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,"{3,4,5}",1390,What is the most recent date Julian Ross was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Times,latest,"['September 22, 2026']",[32],"{32: 'September 22, 2026'}",1,5,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,"{3,4,5}",1391,What is the most recent date Levi Rodriguez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,latest,"['December 26, 2026']",[15],"{15: 'December 26, 2026'}",1,5,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,"{3,4,5}",1396,What is the most recent date Mila Gonzalez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Times,latest,"['February 27, 2026']",[9],"{9: 'February 27, 2026'}",1,4,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,"{3,4,5}",1397,What is the most recent date Noah Williams was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Noah Williams}, *)",Times,latest,"['September 22, 2026']",[27],"{27: 'September 22, 2026'}",1,3,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
35,"{3,4,5}",385,"Enumerate all activities that Carter Stewart has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Event contents,chronological,"['tuberculosis outbreak', 'vote counting disruption', 'bridge collapse', 'magnitude 9.0 earthquake']","[31, 56, 30, 50]","{30: 'bridge collapse', 31: 'tuberculosis outbreak', 50: 'magnitude 9.0 earthquake', 56: 'vote counting disruption'}",4,4,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,"{3,4,5}",391,"Enumerate all activities that Julian Ross has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Event contents,chronological,"['volcanic eruption', 'police force strike', 'flash flood emergency', 'volcanic eruption', 'residential tower fire']","[6, 29, 51, 21, 32]","{6: 'volcanic eruption', 21: 'volcanic eruption', 29: 'police force strike', 32: 'residential tower fire', 51: 'flash flood emergency'}",5,5,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,"{3,4,5}",392,"Enumerate all activities that Levi Rodriguez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,chronological,"['volcanic eruption', 'magnitude 9.0 earthquake', 'train derailment', 'train derailment', 'factory explosion']","[53, 55, 54, 58, 15]","{15: 'factory explosion', 53: 'volcanic eruption', 54: 'train derailment', 55: 'magnitude 9.0 earthquake', 58: 'train derailment'}",5,5,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,"{3,4,5}",397,"Enumerate all activities that Mila Gonzalez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Event contents,chronological,"['landslide disaster', 'fishing fleet loss', 'bridge collapse', 'bridge collapse']","[22, 26, 18, 9]","{9: 'bridge collapse', 18: 'bridge collapse', 22: 'landslide disaster', 26: 'fishing fleet loss'}",4,4,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,"{3,4,5}",398,"Enumerate all activities that Noah Williams has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Event contents,chronological,"['fishing fleet loss', 'bridge collapse', 'zoo animal escape']","[60, 36, 27]","{27: 'zoo animal escape', 36: 'bridge collapse', 60: 'fishing fleet loss'}",3,3,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,"{3,4,5}",429,"Provide a chronological list of all dates when Carter Stewart was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Times,chronological,"['October 27, 2024', 'September 13, 2025', 'January 03, 2026', 'September 22, 2026']","[31, 56, 30, 50]","{30: 'January 03, 2026', 31: 'October 27, 2024', 50: 'September 22, 2026', 56: 'September 13, 2025'}",4,4,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,"{3,4,5}",435,"Provide a chronological list of all dates when Julian Ross was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Times,chronological,"['May 31, 2024', 'October 27, 2024', 'May 14, 2025', 'February 27, 2026', 'September 22, 2026']","[6, 29, 51, 21, 32]","{6: 'May 31, 2024', 21: 'February 27, 2026', 29: 'October 27, 2024', 32: 'September 22, 2026', 51: 'May 14, 2025'}",5,5,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,"{3,4,5}",436,"Provide a chronological list of all dates when Levi Rodriguez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Times,chronological,"['July 25, 2024', 'May 28, 2025', 'June 14, 2025', 'May 11, 2026', 'December 26, 2026']","[53, 55, 54, 58, 15]","{15: 'December 26, 2026', 53: 'July 25, 2024', 54: 'June 14, 2025', 55: 'May 28, 2025', 58: 'May 11, 2026'}",5,5,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,"{3,4,5}",441,"Provide a chronological list of all dates when Mila Gonzalez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Times,chronological,"['March 23, 2024', 'June 14, 2025', 'January 03, 2026', 'February 27, 2026']","[22, 26, 18, 9]","{9: 'February 27, 2026', 18: 'January 03, 2026', 22: 'March 23, 2024', 26: 'June 14, 2025'}",4,4,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,"{3,4,5}",442,"Provide a chronological list of all dates when Noah Williams was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Times,chronological,"['June 14, 2025', 'September 13, 2025', 'September 22, 2026']","[60, 36, 27]","{27: 'September 22, 2026', 36: 'September 13, 2025', 60: 'June 14, 2025'}",3,3,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
8,"{3,4,5}",1109,"Think about Carter Stewart's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Event contents,all,"{'bridge collapse', 'vote counting disruption', 'tuberculosis outbreak', 'magnitude 9.0 earthquake'}","{56, 50, 30, 31}","{30: 'bridge collapse', 31: 'tuberculosis outbreak', 50: 'magnitude 9.0 earthquake', 56: 'vote counting disruption'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,"{3,4,5}",1115,"Think about Julian Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Event contents,all,"{'flash flood emergency', 'police force strike', 'residential tower fire', 'volcanic eruption'}","{32, 6, 51, 21, 29}","{6: 'volcanic eruption', 21: 'volcanic eruption', 29: 'police force strike', 32: 'residential tower fire', 51: 'flash flood emergency'}",4,5,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,"{3,4,5}",1116,"Think about Levi Rodriguez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Event contents,all,"{'magnitude 9.0 earthquake', 'factory explosion', 'train derailment', 'volcanic eruption'}","{15, 53, 54, 55, 58}","{15: 'factory explosion', 53: 'volcanic eruption', 54: 'train derailment', 55: 'magnitude 9.0 earthquake', 58: 'train derailment'}",4,5,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,"{3,4,5}",1121,"Think about Mila Gonzalez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Event contents,all,"{'bridge collapse', 'landslide disaster', 'fishing fleet loss'}","{9, 18, 26, 22}","{9: 'bridge collapse', 18: 'bridge collapse', 22: 'landslide disaster', 26: 'fishing fleet loss'}",3,4,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,"{3,4,5}",1122,"Think about Noah Williams's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Event contents,all,"{'bridge collapse', 'zoo animal escape', 'fishing fleet loss'}","{27, 36, 60}","{27: 'zoo animal escape', 36: 'bridge collapse', 60: 'fishing fleet loss'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
34,"{3,4,5}",407,List all locations visited by Carter Stewart in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Spaces,chronological,"['Kampong Cham Province', 'Vermont', 'Buenos Aires Province', 'Luang Prabang Province']","[31, 56, 30, 50]","{30: 'Buenos Aires Province', 31: 'Kampong Cham Province', 50: 'Luang Prabang Province', 56: 'Vermont'}",4,4,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,"{3,4,5}",413,List all locations visited by Julian Ross in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Spaces,chronological,"['Scotland', 'Vermont', 'Buenos Aires Province', 'Dodoma Region', 'Greater Mumbai']","[6, 29, 51, 21, 32]","{6: 'Scotland', 21: 'Dodoma Region', 29: 'Vermont', 32: 'Greater Mumbai', 51: 'Buenos Aires Province'}",5,5,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,"{3,4,5}",414,List all locations visited by Levi Rodriguez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,chronological,"['Nairobi County', 'Nairobi County', 'Rajasthan', 'Sichuan Province', 'Vermont']","[53, 55, 54, 58, 15]","{15: 'Vermont', 53: 'Nairobi County', 54: 'Rajasthan', 55: 'Nairobi County', 58: 'Sichuan Province'}",5,5,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,"{3,4,5}",419,List all locations visited by Mila Gonzalez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Spaces,chronological,"['Luzon Region', 'Minas Gerais', 'Maine', 'North Dakota']","[22, 26, 18, 9]","{9: 'North Dakota', 18: 'Maine', 22: 'Luzon Region', 26: 'Minas Gerais'}",4,4,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,"{3,4,5}",420,List all locations visited by Noah Williams in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Noah Williams}, *)",Spaces,chronological,"['Sichuan Province', 'Scotland', 'Dodoma Region']","[60, 36, 27]","{27: 'Dodoma Region', 36: 'Scotland', 60: 'Sichuan Province'}",3,3,set(),,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
31,"{3,4,5}",1406,What is the most recent location where Carter Stewart was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Spaces,latest,['Luang Prabang Province'],[50],{50: 'Luang Prabang Province'},1,4,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,"{3,4,5}",1412,What is the most recent location where Julian Ross was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Julian Ross}, *)",Spaces,latest,['Greater Mumbai'],[32],{32: 'Greater Mumbai'},1,5,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,"{3,4,5}",1413,What is the most recent location where Levi Rodriguez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,latest,['Vermont'],[15],{15: 'Vermont'},1,5,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,"{3,4,5}",1418,What is the most recent location where Mila Gonzalez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Spaces,latest,['North Dakota'],[9],{9: 'North Dakota'},1,4,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,"{3,4,5}",1419,What is the most recent location where Noah Williams was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Noah Williams}, *)",Spaces,latest,['Dodoma Region'],[27],{27: 'Dodoma Region'},1,3,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
7,"{3,4,5}",196,"Consider all events that Carter Stewart has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Carter Stewart}, *)",Spaces,all,"{'Vermont', 'Kampong Cham Province', 'Luang Prabang Province', 'Buenos Aires Province'}","{56, 50, 30, 31}","{30: 'Buenos Aires Province', 31: 'Kampong Cham Province', 50: 'Luang Prabang Province', 56: 'Vermont'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,"{3,4,5}",202,"Consider all events that Julian Ross has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Julian Ross}, *)",Spaces,all,"{'Greater Mumbai', 'Dodoma Region', 'Vermont', 'Scotland', 'Buenos Aires Province'}","{32, 6, 51, 21, 29}","{6: 'Scotland', 21: 'Dodoma Region', 29: 'Vermont', 32: 'Greater Mumbai', 51: 'Buenos Aires Province'}",5,5,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,"{3,4,5}",203,"Consider all events that Levi Rodriguez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Levi Rodriguez}, *)",Spaces,all,"{'Sichuan Province', 'Nairobi County', 'Rajasthan', 'Vermont'}","{15, 53, 54, 55, 58}","{15: 'Vermont', 53: 'Nairobi County', 54: 'Rajasthan', 55: 'Nairobi County', 58: 'Sichuan Province'}",4,5,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,"{3,4,5}",208,"Consider all events that Mila Gonzalez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Mila Gonzalez}, *)",Spaces,all,"{'Luzon Region', 'North Dakota', 'Minas Gerais', 'Maine'}","{9, 18, 26, 22}","{9: 'North Dakota', 18: 'Maine', 22: 'Luzon Region', 26: 'Minas Gerais'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
